ID,avg_responsefriend_approached,avg_responsestranger_approached,avg_responsefriend_approaching,avg_responsestranger_approaching,gender,age,UCLA,COVID_LONELINESS,loneliness_L1_H2,covid_loneliness_1L_2H,ucla_1_REV,ucla_2,ucla_3,ucla_4,ucla_5_REV,ucla_6_REV,ucla_7,ucla_8,ucla_9_REV,ucla_10_REV,ucla_11,ucla_12,ucla_13,ucla_14,ucla_15_REV,ucla_16_REV,ucla_17,ucla_18,ucla_19_REV,ucla_20_REV,Zavg_responsefriend1,Zavg_responsestranger1,Zavg_responsefriend2,Zavg_responsestranger2,response_avg_z
250,3.44,3.10,3.40,3.25,1,67,35,3,1,1,2,1,1,1,2,2,1,3,2,2,1,2,3,2,1,2,3,2,1,1,0.3489615,0.974477814,0.431493337,1.213120106,0.742013189
251,3.38,0.90,3.71,1.53,2,48,36,4,1,2,2,3,2,2,4,2,1,1,2,2,2,1,1,1,2,2,2,1,2,1,0.255936951,-1.502581504,0.862954475,-0.711709367,-0.273849861
252,2.87,0.65,1.99,0.79,2,41,29,4,1,2,2,1,1,1,3,3,1,1,3,2,1,1,1,1,1,1,2,1,1,1,-0.501860439,-1.783330473,-1.551242556,-1.541177678,-1.344402786
253,3.15,1.31,2.70,0.54,2,41,41,2,1,1,2,2,2,2,3,2,1,2,3,2,3,2,2,2,1,2,4,2,1,1,-0.086894953,-1.041067538,-0.552682949,-1.816849369,-0.874373702
254,3.55,2.97,3.87,2.74,2,41,32,2,1,1,1,2,3,3,1,1,1,2,1,1,2,2,2,2,1,1,2,2,1,1,0.509334446,0.8275012,1.087213869,0.639017302,0.765766704
255,3.77,2.99,3.89,3.33,1,44,24,3,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,3,1,1,1,0.837260615,0.850014077,1.115246293,1.297636091,1.025039269
256,3.50,2.83,3.30,2.43,1,42,41,4,1,2,2,2,2,3,3,3,1,2,3,2,1,1,3,2,1,2,4,2,1,1,0.436057776,0.674764799,0.282652555,0.295643274,0.422279601
257,3.51,1.94,3.56,2.10,2,61,30,5,1,2,1,3,1,3,2,2,1,1,1,2,1,1,1,2,1,1,3,1,1,1,0.445752909,-0.335442334,0.654065614,-0.078478771,0.171474355
258,3.48,3.16,3.50,3.03,1,56,29,1,1,1,1,3,1,3,1,2,2,1,1,2,1,1,2,1,1,1,2,1,1,1,0.409403534,1.041354568,0.573166787,0.961254191,0.74629477
259,3.25,2.90,2.82,2.41,1,47,22,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,0.062162397,0.748706133,-0.384488403,0.270637301,0.174254357
260,4.00,1.36,4.00,1.21,2,44,31,4,1,2,1,3,2,3,1,1,1,1,1,2,1,1,2,1,3,2,2,1,1,1,1.18009252,-0.984785348,1.269424626,-1.068926337,0.098951365
261,3.29,2.39,2.94,1.93,2,61,26,3,1,1,1,2,1,2,1,1,1,1,2,1,2,1,1,2,1,1,2,1,1,1,0.115276132,0.17368081,-0.221662928,-0.260979092,-0.048421269
262,2.99,1.56,2.91,1.24,2,68,31,4,1,2,2,3,1,2,1,1,1,2,2,1,2,1,1,2,1,2,3,1,1,1,-0.325386713,-0.759656584,-0.258342494,-1.035437246,-0.594705759
263,3.49,2.39,3.23,2.06,2,60,37,4,1,2,2,3,2,2,1,2,1,2,2,2,2,1,2,2,2,2,3,2,1,1,0.419900036,0.174627786,0.190176293,-0.12006876,0.166158839
264,3.73,2.83,3.35,2.86,2,63,41,4,1,2,1,2,3,3,2,2,2,3,1,1,3,3,3,2,1,2,3,2,1,1,0.772718528,0.672795468,0.357284644,0.767461902,0.642565136
265,3.51,3.20,3.60,3.17,2,59,31,3,1,1,1,2,1,2,1,1,1,2,2,1,3,3,3,1,1,1,2,1,1,1,0.455143482,1.085356698,0.704084226,1.114948183,0.839883147
266,2.99,1.70,3.06,1.58,1,53,36,3,1,1,2,2,1,2,3,2,2,2,2,2,1,2,1,2,1,2,2,2,2,1,-0.325386713,-0.602066449,-0.048099313,-0.655894215,-0.407861672
267,3.52,3.37,3.48,3.27,1,45,24,3,1,1,1,1,1,1,3,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,0.459456023,1.282725672,0.544383504,1.234648767,0.880303492
268,3.66,2.38,3.31,2.41,2,59,38,2,1,1,2,2,3,1,1,2,2,3,1,2,1,1,3,3,2,1,2,3,1,2,0.680238949,0.164228932,0.299902207,0.271487738,0.353964457
269,3.36,2.33,3.37,2.28,1,42,41,4,1,2,2,2,3,2,2,2,2,2,2,2,2,1,2,1,2,2,4,2,2,2,0.227150242,0.108851485,0.379602023,0.123576064,0.209794954
270,3.47,2.84,3.64,2.89,1,55,28,3,1,1,2,1,1,2,2,2,1,2,1,1,1,1,2,1,1,1,3,1,1,1,0.390088566,0.681167504,0.76484099,0.806462756,0.660639954
271,2.00,0.39,2.00,0.61,2,45,27,3,1,1,1,2,2,1,2,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,-1.807349328,-2.071917424,-1.527131339,-1.738302133,-1.786175056
272,3.54,2.85,3.53,2.73,1,58,28,3,1,1,2,2,1,2,2,2,1,1,1,2,1,1,1,1,2,2,1,1,1,1,0.494428711,0.692423942,0.610662657,0.627854271,0.606342395
273,3.50,3.01,3.56,2.97,2,54,40,4,1,2,1,4,3,3,2,1,2,3,1,2,1,2,2,3,1,2,3,2,1,1,0.434805771,0.872526953,0.652711293,0.895766999,0.713952754
274,3.28,2.61,3.48,3.01,1,41,31,3,1,1,2,1,1,2,1,2,2,2,1,2,1,2,2,2,1,1,2,2,1,1,0.104899735,0.417139868,0.534399431,0.940579596,0.499254657
275,3.30,2.60,2.98,2.20,2,71,31,3,1,1,2,2,1,1,3,1,1,1,1,1,2,1,2,2,1,1,4,2,1,1,0.130906474,0.407270936,-0.156682075,0.032053302,0.103387159
276,1.20,0.54,0.77,0.53,1,56,23,3,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,-2.989842833,-1.90402837,-3.263033026,-1.828584581,-2.496372203
277,3.48,3.27,3.31,2.97,2,46,33,4,1,2,2,2,1,1,2,2,1,1,3,1,2,1,2,2,1,1,4,2,1,1,0.403872749,1.161867287,0.304055303,0.890683616,0.690119739
278,3.29,1.81,3.32,1.91,2,54,34,3,1,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,1,2,2,1,1,0.117369678,-0.473616504,0.310697985,-0.288937608,-0.083621612
279,3.28,3.06,3.24,3.13,1,62,34,4,1,2,1,3,2,1,2,2,2,2,2,2,2,1,2,3,1,2,1,1,1,1,0.106879602,0.928809144,0.204192506,1.074375484,0.578564184
280,3.62,2.65,3.62,2.79,1,42,40,2,1,1,1,2,2,3,1,2,2,3,1,1,2,3,2,2,2,2,2,3,2,2,0.613674591,0.467295178,0.736808566,0.694832453,0.628152697
281,3.26,2.35,3.30,1.29,1,45,28,2,1,1,2,1,1,1,1,2,1,1,2,1,2,1,1,2,1,1,3,2,1,1,0.080976947,0.126637462,0.289296239,-0.980786532,-0.120968971
282,3.43,2.72,3.36,1.73,2,42,36,3,1,1,1,2,2,2,2,2,1,3,1,1,2,1,2,2,2,2,3,2,2,1,0.331981423,0.55116819,0.370839017,-0.486152686,0.191958986
283,3.81,3.08,4.00,3.24,1,60,30,3,1,1,2,1,1,2,2,1,1,1,2,2,2,1,1,2,1,1,3,2,1,1,0.892598293,0.948226504,1.269424626,1.195773418,1.07650571
284,3.54,2.74,3.45,2.93,2,59,23,4,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,0.489397889,0.570826078,0.502071914,0.848770726,0.602766652
285,3.74,3.41,3.52,3.05,1,44,25,3,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,3,2,1,1,0.789684389,1.320046353,0.590043837,0.980941646,0.920179056
286,3.84,2.77,3.51,2.36,1,47,34,3,1,1,2,2,1,2,2,2,1,2,2,1,2,2,3,1,1,2,3,1,1,1,0.940186574,0.606877616,0.576861733,0.210822902,0.583687206
287,3.53,2.56,3.11,1.28,1,44,26,3,1,1,1,1,1,2,1,1,1,2,2,1,2,1,1,1,1,1,3,1,1,1,0.479522976,0.365987235,0.021981748,-0.990785125,-0.030823292
288,3.24,2.45,3.26,2.21,2,69,24,3,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,2,1,1,0.047256662,0.242166415,0.23222493,0.047376695,0.142256175
289,3.48,3.26,3.39,3.18,1,41,29,3,1,1,2,1,1,1,1,1,1,1,1,1,2,2,2,1,4,1,2,2,1,1,0.404994301,1.153937908,0.414435687,1.130190636,0.775889633
290,3.39,0.78,3.06,1.14,2,62,34,2,1,1,2,2,2,1,2,1,2,2,2,1,2,2,3,1,1,2,1,2,1,2,0.268440827,-1.643127325,-0.053766291,-1.141592115,-0.642511226
291,4.00,3.73,4.00,3.55,1,46,34,3,1,1,1,2,1,3,1,2,1,2,1,1,2,2,2,2,2,1,2,3,1,2,1.18009252,1.683975458,1.269424626,1.546152987,1.419911398
292,3.36,2.94,3.30,2.63,2,43,23,3,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,3,1,1,1,0.227744438,0.798966861,0.287877008,0.514562005,0.457287578
293,4.00,3.63,3.99,3.61,1,50,31,4,1,2,1,3,2,2,1,1,1,1,1,1,2,2,2,2,1,1,3,2,1,1,1.18009252,1.57042612,1.255408414,1.610200939,1.404031998
294,3.30,2.79,3.61,3.15,2,59,39,3,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,0.136691072,0.624885313,0.722792354,1.096701545,0.645267571
295,2.10,1.64,2.10,1.71,2,46,38,4,1,2,1,3,2,3,2,1,1,3,1,1,3,2,1,3,2,1,4,2,1,1,-1.651997125,-0.669605078,-1.393655676,-0.510774821,-1.056508175
296,3.48,2.86,3.58,2.78,1,46,25,3,1,1,2,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,3,1,1,1,0.404994301,0.70368038,0.680743717,0.683669423,0.618271955
297,2.51,0.73,2.45,0.92,2,43,27,4,1,2,1,1,1,2,2,2,1,1,1,1,2,1,1,2,1,1,3,1,1,1,-1.040715944,-1.691022763,-0.906319967,-1.387106223,-1.256291224
298,2.45,0.62,2.68,1.78,2,60,30,3,1,1,1,1,1,1,2,3,1,3,2,1,3,1,1,2,1,1,2,1,1,1,-1.136554224,-1.812999598,-0.578192611,-0.429050233,-0.989199166
299,3.92,3.88,3.75,3.74,2,45,21,3,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.064572917,1.855213891,0.925326496,1.755878455,1.40024794
300,3.21,1.63,3.11,0.93,2,50,38,2,1,1,2,1,1,2,2,2,1,2,3,3,2,2,2,1,1,2,4,3,1,1,0.009630775,-0.677371313,0.01791706,-1.380793606,-0.507654271
301,3.71,3.09,3.63,2.89,1,44,24,3,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,3,1,1,1,0.747826206,0.962578458,0.750824778,0.806462756,0.81692305
302,3.28,2.06,2.82,1.71,2,56,39,4,1,2,2,2,3,3,2,1,1,3,1,2,1,1,1,3,2,2,3,2,2,2,0.106879602,-0.196834675,-0.384488403,-0.510774821,-0.246304574
303,3.16,0.86,3.19,0.48,2,58,35,4,1,2,2,4,2,3,1,2,1,1,1,2,2,1,1,2,2,1,3,2,1,1,-0.071989218,-1.547607257,0.134111445,-1.883827551,-0.842328145
304,3.52,3.29,3.53,3.16,1,49,22,3,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,0.464617241,1.187707222,0.610662657,1.107864575,0.842712924
305,3.41,3.05,3.44,2.57,1,47,32,3,1,1,3,2,1,2,2,2,2,2,3,1,2,1,1,1,1,1,1,2,1,1,0.300654156,0.917552706,0.484516748,0.449245786,0.537992349
306,3.73,2.80,3.50,3.17,2,50,26,2,1,1,1,1,1,2,2,1,1,1,2,1,1,1,1,1,1,1,3,2,1,1,0.777637676,0.636141751,0.568614021,1.119027605,0.775355263
307,3.45,2.46,3.22,2.38,1,46,33,1,1,1,2,2,2,2,3,4,1,1,1,1,1,1,1,1,4,1,2,1,1,1,0.366708842,0.254515448,0.181839384,0.237988831,0.260263126
308,3.56,3.09,3.51,2.96,1,78,29,3,1,1,1,2,2,2,2,2,1,2,1,1,2,1,1,1,1,1,3,1,1,1,0.524240181,0.962578458,0.582630233,0.884603969,0.73851321
309,0.73,0.36,0.84,0.32,1,47,34,4,1,2,2,2,1,2,1,2,2,3,1,1,2,1,2,3,1,1,3,2,1,1,-3.694082817,-2.110429166,-3.159698402,-2.062436036,-2.756661605
310,4.00,3.49,3.93,3.47,2,51,31,2,1,1,1,1,1,1,1,1,1,2,2,1,2,1,2,1,2,2,3,2,2,2,1.18009252,1.412835986,1.171311142,1.453918515,1.304539541
311,3.37,3.11,3.36,3.11,2,48,36,4,1,2,2,3,2,2,1,2,1,2,2,1,3,2,2,2,1,2,3,1,1,1,0.238807431,0.985210912,0.375708913,1.056994591,0.664180462
312,3.52,3.10,3.58,3.04,2,62,38,4,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,3,3,2,1,1,0.464617241,0.973834897,0.680743717,0.973908211,0.773276017
313,3.53,1.76,3.62,1.37,2,72,28,3,1,1,1,1,1,1,2,1,2,1,2,1,2,1,1,3,1,1,3,1,1,1,0.47225647,-0.53396505,0.734180473,-0.887248103,-0.053694053
314,3.47,2.83,3.28,1.56,2,45,28,3,1,1,2,1,1,2,1,1,1,2,2,1,2,1,1,2,1,1,3,1,1,1,0.396050826,0.673428563,0.26709014,-0.672778424,0.165947776
315,3.65,1.53,3.57,1.49,2,52,26,4,1,2,1,1,1,2,2,2,1,1,1,1,2,1,1,1,1,1,3,1,1,1,0.657874504,-0.787976454,0.664386533,-0.751384256,-0.054274918
316,3.28,2.73,3.30,2.85,2,47,40,3,1,1,2,2,2,2,2,2,2,2,2,2,2,2,3,2,1,2,2,2,2,2,0.101644095,0.556881612,0.293133208,0.764101792,0.428940177
317,3.55,2.15,3.31,2.04,2,58,40,4,1,2,2,3,2,3,1,1,2,2,1,1,3,2,2,3,3,1,3,3,1,1,0.509334446,-0.095526731,0.30230599,-0.142394821,0.143429721
318,3.38,3.17,3.36,3.12,2,57,34,3,1,1,2,1,1,1,2,2,1,2,2,2,2,1,2,2,1,2,4,2,1,1,0.263343961,1.049390234,0.37398993,1.059479875,0.686551
319,4.00,4.00,4.00,4.00,1,67,40,4,1,2,2,2,2,3,1,2,1,3,2,2,2,2,3,2,1,2,4,2,1,1,1.18009252,1.986914333,1.269424626,2.045559122,1.62049765
320,4.00,2.70,3.29,2.00,1,48,36,5,1,2,1,3,1,3,2,2,2,2,1,2,1,1,2,3,2,2,2,2,1,1,1.18009252,0.523577369,0.274273566,-0.187046942,0.447724128
321,3.47,2.79,3.48,2.67,2,62,34,3,1,1,1,1,1,1,2,2,2,2,2,2,2,3,2,1,1,2,3,2,1,1,0.390088566,0.624885313,0.540581596,0.560876089,0.529107891
322,3.44,2.12,3.47,3.11,2,49,34,4,1,2,1,2,2,2,1,1,2,2,2,1,2,2,2,2,2,1,3,2,1,1,0.350771807,-0.133674166,0.521748327,1.048744288,0.446897564
323,3.33,2.52,3.24,2.28,2,61,41,1,1,1,2,2,2,3,2,2,2,3,2,2,2,2,1,2,1,2,3,2,2,2,0.175532658,0.315961377,0.207427643,0.122587592,0.205377318
324,4.00,3.51,3.55,3.12,2,57,29,3,1,1,1,2,1,2,1,1,1,2,1,1,2,2,2,2,1,1,2,2,1,1,1.18009252,1.435348862,0.638695081,1.063212454,1.079337229
325,3.42,1.51,3.07,1.58,1,47,37,4,1,2,2,2,1,2,2,2,1,2,2,2,1,1,2,2,2,2,4,1,2,2,0.308448843,-0.81611967,-0.038876565,-0.657921811,-0.301117301
326,3.41,2.77,3.20,2.62,2,60,23,4,1,2,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,2,1,1,1,0.30076694,0.604539807,0.141896409,0.508371417,0.388893643
327,3.31,1.42,3.56,1.23,1,55,40,3,1,1,1,3,2,3,2,2,2,3,1,2,1,2,3,2,2,1,2,2,2,2,0.151596807,-0.917246718,0.652711293,-1.046600277,-0.289884724
328,3.36,2.91,2.93,2.63,2,49,27,3,1,1,1,1,1,1,2,2,1,1,3,1,1,1,1,1,1,1,3,2,1,1,0.219128951,0.765461928,-0.225806667,0.521309374,0.320023396
329,4.00,3.05,4.00,3.41,1,50,40,4,1,2,2,3,2,3,1,2,2,1,2,2,2,2,3,3,1,2,3,2,1,1,1.18009252,0.917552706,1.269424626,1.386940333,1.188502546
330,3.53,2.84,3.57,2.81,1,60,32,5,1,2,1,1,2,3,1,1,2,2,1,1,2,2,2,2,1,1,3,2,1,1,0.479522976,0.681167504,0.666727505,0.717158514,0.636144125
331,3.51,2.63,3.36,2.44,2,45,20,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.449711506,0.444782302,0.372387051,0.304126392,0.392751813
332,4.00,3.59,4.00,3.48,1,45,23,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1.18009252,1.525400368,1.269424626,1.465081545,1.359999765
333,3.18,2.18,3.29,2.34,2,63,37,4,1,2,1,2,3,3,1,1,3,2,1,2,3,1,2,2,1,2,2,3,1,1,-0.042177748,-0.061757416,0.274273566,0.192496089,0.090708623
334,2.95,1.55,2.80,1.09,1,43,30,1,1,1,1,1,1,1,2,3,1,1,2,3,1,1,3,1,1,2,1,1,2,1,-0.379744265,-0.770945415,-0.41487915,-1.206245569,-0.6929536
335,3.71,3.23,3.64,3.24,1,42,36,4,1,2,2,2,2,2,1,2,1,3,1,2,2,1,2,2,2,2,3,2,1,1,0.747826206,1.120168593,0.76484099,1.197168818,0.957501152
336,2.78,0.92,2.62,0.59,2,42,36,2,1,1,2,1,1,2,2,2,1,3,2,2,2,1,2,2,1,1,4,3,1,1,-0.638407147,-1.480068628,-0.664812646,-1.761034217,-1.136080659
337,3.37,2.50,3.41,2.55,1,45,28,3,1,1,2,1,1,1,1,2,1,3,2,1,2,1,1,1,1,1,3,1,1,1,0.234170782,0.301582682,0.439749738,0.429859004,0.351340552
338,3.56,2.00,3.21,3.19,1,43,41,3,1,1,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,0.524240181,-0.264373304,0.162143869,1.141353666,0.390841103
339,0.82,0.49,0.87,0.47,1,47,38,2,1,1,2,2,1,2,3,2,1,3,2,2,1,1,3,4,1,1,2,2,2,1,-3.559931202,-1.96409547,-3.117649766,-1.894990581,-2.634166755
340,2.79,0.66,2.91,0.53,2,45,36,3,1,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,-0.616098895,-1.771238261,-0.255194135,-1.832314437,-1.118711432
341,1.28,0.52,0.86,0.42,2,46,34,3,1,1,1,2,3,2,1,1,2,2,1,1,2,2,3,2,1,1,3,2,1,1,-2.875105956,-1.926147252,-3.130071704,-1.952829099,-2.471038503
342,2.54,0.75,2.20,1.07,2,54,40,2,1,1,1,2,2,2,3,1,2,2,3,2,2,1,2,2,2,3,1,2,2,3,-0.996144786,-1.671428077,-1.253493555,-1.225208762,-1.286568795
343,3.39,2.35,3.27,2.30,2,57,37,4,1,2,1,3,2,3,2,2,1,2,2,2,2,2,2,3,1,1,3,1,1,1,0.270842686,0.129602033,0.246241142,0.147843968,0.198632457
344,2.89,1.97,3.11,2.18,1,44,39,4,1,2,2,2,2,2,2,2,1,3,3,2,1,1,2,3,1,2,2,2,2,2,-0.474444062,-0.298142618,0.021981748,0.013887604,-0.184179332
345,3.11,1.36,3.49,1.30,2,42,34,4,1,2,2,2,2,3,1,1,1,2,2,2,2,2,1,2,1,1,3,2,1,1,-0.152657957,-0.980867468,0.55264592,-0.962918728,-0.385949558
346,3.11,2.85,3.14,2.89,2,57,29,4,1,2,1,2,1,2,1,1,1,2,1,1,2,1,2,2,1,1,3,2,1,1,-0.146517893,0.692423942,0.064030384,0.806462756,0.354099797
347,3.16,2.16,3.24,2.11,2,55,32,3,1,1,2,2,1,1,3,2,1,3,2,1,1,2,2,1,1,2,2,1,1,1,-0.071989218,-0.084270293,0.204192506,-0.064253609,-0.004080153
348,3.55,0.76,3.33,0.77,2,45,31,3,1,1,1,2,2,2,1,1,2,2,1,1,2,2,2,2,1,1,2,2,1,1,0.506071983,-1.656941093,0.335917652,-1.559610647,-0.593640526
349,3.37,2.45,3.50,2.44,1,70,24,3,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,0.239428991,0.247744093,0.5709285,0.306722457,0.34120601
350,3.50,0.82,3.38,1.50,1,42,29,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1,3,1,2,2,1,2,0.441802145,-1.593176207,0.401906035,-0.740627909,-0.372523984
351,2.92,2.30,3.35,2.87,2,64,33,2,1,1,1,2,1,2,2,1,1,2,2,1,2,2,3,2,1,1,3,2,1,1,-0.434757509,0.077822305,0.357845052,0.781624935,0.195633696
352,3.61,3.38,3.44,3.30,1,52,27,3,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,1,4,1,1,2,1,1,0.598768856,1.289015166,0.484516748,1.264147,0.909111942
353,3.62,1.99,3.25,1.90,2,41,35,3,1,1,2,2,2,1,2,2,2,2,2,2,2,1,2,1,1,2,2,2,2,1,0.606954887,-0.280087296,0.21899536,-0.299755967,0.061526746
354,2.81,1.37,2.95,1.55,1,48,32,3,1,1,1,2,1,1,2,2,2,2,2,1,2,1,2,2,1,1,3,2,1,1,-0.598710131,-0.968145582,-0.198275195,-0.690791279,-0.613980547
355,3.14,1.39,2.73,1.48,2,70,26,4,1,2,2,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,3,1,1,1,-0.101800688,-0.951016033,-0.510634312,-0.767524519,-0.582743888
356,3.29,1.99,3.21,1.94,1,41,37,2,1,1,2,2,1,2,2,2,1,3,2,2,2,2,1,2,2,2,3,1,1,2,0.121785337,-0.275629742,0.162143869,-0.254025124,-0.061431415
357,4.00,2.49,4.00,2.63,2,59,36,4,1,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,3,2,1,2,1,1,1.18009252,0.288599265,1.269424626,0.515247069,0.81334087
358,2.90,2.60,2.83,2.64,1,41,27,4,1,2,1,2,1,2,1,1,1,2,1,1,2,1,1,2,1,1,3,1,1,1,-0.459538327,0.411012987,-0.370472191,0.527386998,0.027097367
359,3.36,3.14,3.41,3.02,2,58,32,3,1,1,1,2,1,2,1,2,1,3,1,1,2,3,1,2,1,2,2,2,1,1,0.226125481,1.018860649,0.442468111,0.951582151,0.659759098
360,3.46,3.03,3.47,2.96,1,60,28,3,1,1,1,1,1,1,2,1,1,2,3,1,2,1,1,2,1,1,3,1,1,1,0.36957463,0.889636615,0.529368464,0.880152696,0.667183101
361,3.39,2.98,3.42,3.01,1,45,24,3,1,1,1,2,1,1,1,2,1,2,1,1,1,1,1,1,1,1,2,1,1,1,0.270842686,0.838757638,0.456484324,0.94041912,0.626625942
362,2.55,1.99,2.63,2.23,1,41,32,4,1,2,2,2,1,2,2,2,1,2,1,2,2,2,1,2,1,2,2,1,1,1,-0.981239051,-0.275629742,-0.650796434,0.069702755,-0.459490618
363,3.69,3.28,3.51,2.69,2,45,36,4,1,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,3,1,2,2,1,1,0.723977038,1.178842773,0.588937392,0.579015982,0.767693296
364,3.37,2.81,3.41,2.33,1,51,35,3,1,1,2,2,2,2,3,2,3,2,2,2,2,1,1,2,1,1,1,2,1,1,0.248230698,0.646190977,0.438540034,0.181226248,0.378546989
365,3.81,2.62,3.72,2.69,2,47,40,4,1,2,2,2,2,3,1,1,3,2,1,1,2,2,2,2,2,1,3,3,2,3,0.902286674,0.435214347,0.8780217,0.581946264,0.699367246
366,3.16,2.45,3.33,2.27,1,43,39,3,1,1,2,2,2,2,2,2,2,3,2,1,2,2,3,2,1,2,3,2,1,1,-0.07020508,0.237245824,0.336610726,0.113023054,0.154168631
367,3.69,2.76,3.56,3.00,1,60,27,4,1,2,1,1,1,1,1,1,3,2,1,1,2,1,1,2,1,1,2,2,1,1,0.718014736,0.591115998,0.652711293,0.92925609,0.722774529
368,3.83,2.74,4.00,2.88,2,49,24,5,1,2,2,2,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,0.926695025,0.568603122,1.269424626,0.795299726,0.890005625
369,2.94,1.42,2.78,1.25,1,50,40,4,1,2,2,2,1,2,3,2,1,2,2,2,2,3,3,3,1,2,3,2,1,1,-0.399915387,-0.917246718,-0.440553252,-1.024274216,-0.695497393
370,3.75,2.65,3.40,2.59,1,46,34,4,1,2,2,2,2,2,1,2,2,2,1,1,2,2,2,2,1,1,3,2,1,1,0.807449145,0.467295178,0.428451899,0.471571847,0.543692017
371,3.30,0.56,3.33,0.60,2,72,40,4,1,2,2,2,1,2,2,3,2,3,2,1,2,2,2,2,2,2,3,3,1,1,0.136691072,-1.885300402,0.330338415,-1.749871187,-0.792035526
372,1.05,0.67,0.73,0.52,1,51,40,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-3.217099298,-1.761479582,-3.313876736,-1.839175429,-2.532907761
373,3.32,3.15,3.31,3.12,2,51,40,1,1,1,2,2,3,2,1,2,2,3,2,2,2,3,2,2,1,2,1,2,2,2,0.172236505,1.034935589,0.296266744,1.058927087,0.640591481
374,3.47,2.72,3.25,2.61,1,60,40,3,1,1,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,0.390088566,0.546090246,0.218208718,0.493897907,0.412071359
375,3.26,2.11,3.24,2.38,1,58,41,4,1,2,2,2,2,3,2,2,2,3,1,2,2,2,3,2,1,2,2,2,2,2,0.077068132,-0.140552484,0.204192506,0.23714821,0.094464091
376,3.54,2.96,3.61,3.05,1,41,23,3,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,2,1,0.500746607,0.816034936,0.726146631,0.983482555,0.756602682
