ID,avg_responsefriend_approached,avg_responsestranger_approached,avg_responsefriend_approaching,avg_responsestranger_approaching,gender,age,UCLA,COVID_LONELINESS,loneliness_L1_H2,covid_loneliness_1L_2H,ucla_1_REV,ucla_2,ucla_3,ucla_4,ucla_5_REV,ucla_6_REV,ucla_7,ucla_8,ucla_9_REV,ucla_10_REV,ucla_11,ucla_12,ucla_13,ucla_14,ucla_15_REV,ucla_16_REV,ucla_17,ucla_18,ucla_19_REV,ucla_20_REV,Zavg_responsefriend1,Zavg_responsestranger1,Zavg_responsefriend2,Zavg_responsestranger2,response_avg_z
377,3.58,3.36,3.48,3.14,2,42,29,4,1,2,1,2,1,2,2,2,1,2,2,2,1,1,1,1,2,1,2,1,1,1,0.552715662,1.262888242,0.546429642,1.080997093,0.86075766
378,3.76,3.49,3.62,3.33,1,64,25,1,1,1,1,2,1,2,1,1,1,2,1,1,1,1,1,1,1,1,2,2,1,1,0.828975603,1.418352432,0.735726689,1.295692331,1.069686764
379,3.41,0.52,3.21,0.76,1,43,30,4,1,2,1,1,1,2,2,2,1,2,2,2,2,1,1,2,1,1,2,2,1,1,0.300654156,-1.930326155,0.162143869,-1.571262702,-0.759697708
380,3.03,2.37,2.86,2.35,2,41,22,4,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,-0.265763773,0.152114909,-0.328423555,0.203659119,-0.059603325
381,3.23,2.45,3.19,2.31,2,61,24,3,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,2,2,1,1,0.034800948,0.245214128,0.131298461,0.157257813,0.142142837
382,3.60,3.13,3.57,3.09,1,45,40,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0.583863121,1.007604211,0.666727505,1.029723363,0.82197955
383,2.87,0.85,2.80,0.84,2,50,41,3,1,1,2,1,1,1,4,3,1,1,4,4,1,1,1,1,3,4,1,1,3,3,-0.504255532,-1.558863695,-0.412520828,-1.481958459,-0.989399629
384,3.91,3.13,3.84,3.20,2,52,24,3,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,3,1,1,1,1.039822093,1.002324879,1.045038127,1.153534497,1.060179899
385,3.32,3.01,3.49,3.16,2,44,30,4,1,2,1,3,2,2,2,2,1,1,1,1,2,1,1,3,1,1,1,2,1,1,0.166502542,0.872526953,0.554597808,1.107864575,0.67537297
386,3.53,2.40,3.19,1.66,2,69,27,3,1,1,1,1,1,2,2,1,1,2,1,1,1,1,1,1,1,1,3,3,1,1,0.479522976,0.185884224,0.134111445,-0.566589973,0.058232168
387,1.31,0.72,0.96,0.72,1,46,73,3,2,1,2,4,4,4,3,3,4,4,4,3,4,4,4,4,3,4,4,4,3,4,-2.831786149,-1.708715077,-2.993781523,-1.616333441,-2.287654048
388,3.16,2.79,2.98,2.21,1,49,67,3,2,1,3,3,4,3,3,3,4,4,3,3,3,4,4,4,3,3,3,4,3,3,-0.071989218,0.624885313,-0.16022901,0.047376695,0.110010945
389,2.80,2.04,2.87,1.48,2,46,54,3,2,1,3,2,3,2,3,3,3,3,3,3,2,3,3,2,2,3,3,4,2,2,-0.604288182,-0.214932835,-0.313202811,-0.767522501,-0.474986582
390,3.17,2.74,2.46,2.03,1,44,56,4,2,2,2,3,2,3,3,3,3,3,3,3,3,3,2,3,3,3,4,3,2,2,-0.057083483,0.568603122,-0.88907204,-0.153557851,-0.132777563
391,3.62,0.92,2.82,0.83,1,45,71,5,2,2,3,3,3,4,3,4,4,4,4,4,4,4,4,4,3,3,3,4,3,3,0.613674591,-1.480068628,-0.384488403,-1.493121489,-0.686000982
392,3.30,2.22,3.23,2.32,2,59,45,2,2,1,2,3,1,2,4,2,2,3,2,2,3,1,2,3,3,2,2,4,1,1,0.134157138,-0.02050256,0.194013289,0.168816594,0.119121115
393,3.90,2.65,3.75,2.93,1,41,55,5,2,2,2,3,2,3,3,3,3,2,2,2,4,2,4,3,3,3,4,3,2,2,1.027867807,0.464199587,0.924625736,0.850277653,0.816742696
394,2.97,1.93,3.12,2.46,1,44,68,3,2,1,3,4,3,4,4,3,4,4,3,3,4,4,3,4,3,3,4,4,2,2,-0.348886584,-0.346942848,0.031279618,0.327443894,-0.08427648
395,3.19,1.25,3.33,0.80,2,50,55,1,2,1,1,2,3,1,4,3,2,2,4,4,2,1,3,2,3,3,4,4,4,3,-0.023541144,-1.103775697,0.329719754,-1.530521204,-0.582029573
396,3.27,2.02,3.43,2.26,2,52,42,2,2,1,1,2,2,3,2,2,2,3,1,2,3,3,3,3,1,1,3,3,1,1,0.091474529,-0.243271025,0.472963815,0.106797334,0.106991163
397,3.38,2.57,3.12,2.54,1,68,56,4,2,2,2,4,3,3,3,3,3,3,3,3,3,2,3,3,3,3,2,3,2,2,0.255936951,0.377243673,0.03599796,0.415756695,0.27123382
398,3.30,2.71,3.31,2.67,1,42,49,4,2,2,2,3,2,2,2,2,4,4,2,2,4,2,3,2,1,3,2,4,1,2,0.135435442,0.536739577,0.304206684,0.560648619,0.38425758
399,3.31,2.71,3.47,2.68,1,42,44,3,2,1,2,2,2,2,2,2,2,3,2,3,3,2,3,2,2,2,2,3,1,2,0.154800476,0.534500261,0.526178118,0.573015689,0.447123636
400,3.23,2.51,3.10,2.45,2,42,43,3,2,1,2,1,2,1,2,3,2,3,3,2,1,3,4,1,2,2,2,3,2,2,0.032350927,0.309705044,0.007965536,0.315289422,0.166327732
401,0.80,0.63,0.93,0.57,2,41,55,5,2,2,2,4,3,4,3,2,3,3,2,2,2,3,3,4,2,2,4,3,2,2,-3.591950633,-1.80314744,-3.031866249,-1.782091229,-2.552263887
402,2.84,1.79,2.94,1.37,2,57,57,3,2,1,2,3,3,4,2,2,2,3,3,2,3,3,4,3,3,3,4,4,2,2,-0.547351975,-0.496783655,-0.210284353,-0.893296968,-0.536929238
403,3.33,2.72,3.35,2.80,1,52,63,4,2,2,3,4,3,3,3,3,3,4,3,3,4,4,4,4,3,2,3,3,2,2,0.174597297,0.541612183,0.3570016,0.702229179,0.443860065
404,2.70,2.09,2.79,2.27,2,60,71,1,2,1,3,4,2,4,3,3,4,4,4,3,4,4,4,4,3,4,4,4,3,3,-0.757653027,-0.16306536,-0.42653704,0.114354877,-0.308225138
405,3.72,3.04,3.55,3.07,2,58,44,3,2,1,2,3,2,2,2,3,2,3,2,2,2,2,2,2,3,2,1,3,2,2,0.764743081,0.907296724,0.63394943,1.006900597,0.828222458
406,3.14,1.72,3.18,1.87,2,52,68,5,2,2,3,4,4,4,3,3,4,3,2,3,4,4,4,4,3,3,3,4,3,3,-0.107369698,-0.584984902,0.125050771,-0.333856899,-0.225290182
407,3.52,1.73,3.34,1.75,1,53,48,2,2,1,2,3,3,2,3,2,2,3,1,3,3,3,1,2,3,2,1,3,3,3,0.464617241,-0.568297135,0.344354627,-0.4661227,-0.056361992
408,3.70,3.34,3.75,3.51,1,42,48,3,2,1,2,4,2,3,2,3,1,2,1,2,2,2,3,4,4,3,3,3,1,1,0.732920471,1.243989413,0.919019323,1.498570636,1.098624961
409,3.24,3.03,3.22,2.88,2,43,56,5,2,2,2,3,2,4,2,3,3,4,2,3,3,4,4,4,2,3,2,3,1,2,0.047256662,0.895039829,0.176160081,0.795299726,0.478439075
410,3.66,3.30,3.75,3.16,1,48,56,4,2,2,2,4,3,4,2,2,3,3,2,2,3,2,3,3,3,2,4,3,3,3,0.680042424,1.196149701,0.92147215,1.109483113,0.976786847
411,3.50,3.19,3.38,2.85,2,53,49,4,2,2,2,3,3,3,3,3,3,4,1,2,2,3,2,3,2,2,1,3,2,2,0.433959966,1.079589063,0.406036408,0.761161661,0.670186775
412,3.44,2.92,3.36,2.49,1,44,51,3,2,1,3,2,3,2,3,3,3,3,3,2,2,2,3,2,2,3,3,3,2,2,0.347420925,0.77276681,0.366254838,0.357569383,0.461002989
413,3.31,1.88,2.72,1.63,1,65,48,3,2,1,2,3,2,2,3,2,2,3,2,2,2,3,3,2,3,2,3,3,2,2,0.151596807,-0.399450562,-0.524650525,-0.600079064,-0.343145836
414,3.21,1.55,2.97,1.67,1,55,47,5,2,2,2,3,2,3,3,3,3,2,2,2,1,3,3,3,2,2,2,2,2,2,-0.003408133,-0.769959139,-0.168918137,-0.559149195,-0.375358651
415,3.34,2.89,2.81,2.25,1,44,66,4,2,2,2,4,4,3,4,4,3,4,3,3,3,4,4,4,3,3,2,3,3,3,0.196314012,0.737449695,-0.398504615,0.092028816,0.156821977
416,2.92,1.89,2.10,1.11,1,44,51,2,2,1,2,3,3,3,2,2,3,3,2,2,3,3,3,3,2,2,3,3,2,2,-0.429726857,-0.388194124,-1.393655676,-1.180556641,-0.848033324
417,2.64,1.08,3.01,1.25,1,42,65,4,2,2,2,4,3,4,3,3,4,3,2,3,4,4,4,4,3,3,3,3,3,3,-0.847087437,-1.299965617,-0.118180373,-1.024274216,-0.822376911
418,3.62,2.41,3.15,2.31,1,42,62,5,2,2,2,4,3,3,2,3,3,3,3,3,4,3,4,4,3,3,4,4,2,2,0.613674591,0.197140662,0.078046596,0.159006998,0.261967212
419,2.95,2.01,3.14,2.19,2,62,46,4,2,2,2,3,2,3,2,2,2,3,2,2,2,3,3,2,2,2,3,3,1,2,-0.385009652,-0.253116866,0.064030384,0.025050634,-0.137261375
420,4.00,3.56,4.00,3.56,1,49,48,4,2,2,2,3,2,2,1,2,2,3,2,2,2,3,3,3,3,3,2,3,3,2,1.18009252,1.491631053,1.269424626,1.554385788,1.373883497
421,3.68,3.28,3.54,3.10,2,62,47,2,2,1,2,3,2,3,1,2,2,3,2,2,3,3,3,3,2,2,2,3,2,2,0.710282454,1.181319063,0.625695034,1.043077212,0.890093441
422,3.43,2.13,3.45,1.29,2,57,55,3,2,1,2,4,3,2,4,3,4,2,1,3,3,1,3,3,4,2,3,4,2,2,0.330465626,-0.118039607,0.49853296,-0.979622095,-0.067165779
423,4.00,2.05,4.00,2.45,2,55,49,4,2,2,2,3,2,3,2,3,3,4,2,3,2,3,3,2,1,3,1,3,2,2,1.18009252,-0.208091113,1.269424626,0.315289422,0.639178864
424,3.71,2.37,3.65,2.45,2,62,57,5,2,2,2,4,4,4,3,2,3,2,3,2,3,3,3,4,2,3,2,3,3,2,0.754906506,0.147893788,0.779207549,0.311800816,0.498452165
425,3.20,0.48,3.02,0.85,1,41,47,2,2,1,2,3,3,2,2,2,3,3,1,1,4,2,3,2,3,2,2,2,2,3,-0.012232939,-1.974659682,-0.097735042,-1.465765217,-0.88759822
426,3.57,3.27,3.56,3.29,1,51,46,3,2,1,2,2,2,2,2,2,2,3,2,2,2,2,3,3,2,3,4,2,2,2,0.539145916,1.165194346,0.652711293,1.252983969,0.902508881
427,3.09,1.60,3.42,0.61,2,45,65,4,2,2,3,4,4,3,4,4,3,4,4,3,2,3,3,2,2,3,4,4,3,3,-0.176329363,-0.714630831,0.456484324,-1.738708157,-0.543296007
428,3.07,1.95,3.03,1.68,2,53,56,5,2,2,2,4,3,3,3,3,3,3,3,2,3,2,3,4,2,3,2,3,3,2,-0.206886165,-0.324454549,-0.090848749,-0.540775444,-0.290741227
429,3.63,3.30,3.77,3.46,1,43,48,3,2,1,2,2,3,2,3,2,3,2,2,2,2,2,4,2,2,3,3,3,2,2,0.635958549,1.199399715,0.948330599,1.446746141,1.057608751
430,3.08,0.87,2.99,0.65,2,45,59,3,2,1,2,4,4,3,3,1,4,3,4,3,4,3,2,4,1,4,4,2,2,2,-0.196567695,-1.539192428,-0.141241299,-1.692738167,-0.892434897
431,2.58,0.76,2.65,0.84,2,41,55,3,2,1,1,2,3,3,3,2,3,3,2,3,4,3,4,3,1,3,2,3,3,4,-0.942083664,-1.660557907,-0.621697865,-1.481493795,-1.176458308
432,3.39,1.13,2.98,1.68,2,50,56,4,2,2,2,2,3,2,3,3,3,3,3,3,3,3,3,2,2,3,4,3,3,3,0.273861089,-1.245104608,-0.157548585,-0.54711055,-0.418975664
433,3.43,2.79,3.47,2.83,2,70,46,4,2,2,3,3,3,3,3,2,2,3,1,2,1,2,3,4,3,2,1,3,1,1,0.324958751,0.625828069,0.525725315,0.740390987,0.55422578
434,3.27,2.08,2.99,1.96,1,74,45,3,2,1,2,3,2,1,3,3,2,2,2,3,1,2,2,1,2,2,3,3,3,3,0.091973867,-0.174321798,-0.146212797,-0.231699063,-0.115064948
435,3.99,3.32,3.90,3.34,2,55,67,5,2,2,2,4,4,4,4,2,4,3,3,3,4,4,4,4,3,3,2,4,3,3,1.165186785,1.221476537,1.129262505,1.308799121,1.206181237
436,3.09,2.91,3.11,3.13,1,50,58,5,2,2,2,3,4,3,3,3,3,4,2,2,4,3,3,3,3,3,1,3,3,3,-0.176329363,0.759962571,0.021981748,1.074375484,0.41999761
437,4.00,3.95,3.94,3.83,1,61,64,3,2,1,3,3,3,1,3,3,4,4,4,4,1,4,4,1,4,4,4,4,4,2,1.18009252,1.926270307,1.180421781,1.861229437,1.537003511
438,2.29,1.16,2.14,1.39,2,62,66,2,2,1,3,3,4,3,3,3,4,3,3,3,3,4,4,4,3,3,4,3,3,3,-1.36806182,-1.206734315,-1.341743108,-0.864503414,-1.195260664
439,3.17,0.93,3.02,1.69,2,58,54,2,2,1,1,3,3,4,3,2,3,3,2,2,3,2,4,3,2,3,4,3,2,2,-0.049742631,-1.468671553,-0.105478154,-0.527868361,-0.537940175
440,3.03,2.15,3.36,2.15,2,61,45,4,2,2,1,3,3,3,2,2,2,2,2,2,2,3,3,2,2,2,2,3,2,2,-0.265763773,-0.095526731,0.372387051,-0.019601487,-0.002126235
441,2.48,0.98,3.17,1.34,2,47,67,4,2,2,2,3,4,3,4,3,4,4,2,3,4,4,4,3,3,3,3,4,4,3,-1.083902483,-1.408562196,0.105921064,-0.921672138,-0.827053938
442,2.86,1.60,1.72,0.68,2,45,58,3,2,1,2,4,3,4,3,2,3,3,2,2,4,3,3,4,2,2,4,4,2,2,-0.519161267,-0.714630831,-1.926271736,-1.660566944,-1.205157695
443,3.46,2.73,3.13,2.72,2,50,74,3,2,1,3,4,4,4,4,2,4,4,3,4,4,4,4,4,4,4,4,4,3,3,0.375182831,0.557346684,0.050014172,0.616691241,0.399808732
444,3.44,3.17,3.17,3.02,2,55,54,4,2,2,2,3,3,3,3,3,3,4,3,3,3,3,2,3,2,2,2,3,2,2,0.340754344,1.053156869,0.111127472,0.947770633,0.613202329
445,3.37,2.54,3.41,2.57,1,59,57,4,2,2,3,4,2,3,3,2,3,3,3,2,3,3,3,3,3,3,4,3,2,2,0.241031216,0.343474358,0.442468111,0.449245786,0.369054868
446,3.39,2.57,3.42,3.20,1,51,62,4,2,2,3,3,4,4,4,3,3,4,3,2,3,4,3,4,2,2,4,3,2,2,0.270852083,0.379745921,0.454024252,1.152638113,0.564315092
447,3.23,2.26,2.98,2.28,1,42,53,3,2,1,3,2,2,2,3,3,2,3,2,3,2,3,4,2,3,3,3,3,3,2,0.032350927,0.028294089,-0.16022901,0.125517907,0.006483478
448,3.48,2.23,3.02,1.58,2,48,65,3,2,1,2,4,3,3,3,3,3,3,3,3,4,3,4,4,3,3,4,4,3,3,0.409979251,-0.001401012,-0.110700268,-0.652751899,-0.088718482
449,3.53,2.99,3.11,2.56,2,44,44,5,2,2,1,3,2,3,2,2,2,3,2,2,3,1,3,3,2,2,3,3,1,1,0.479522976,0.850014077,0.021981748,0.438082756,0.447400389
450,3.51,1.78,2.21,1.06,1,42,52,4,2,2,2,3,2,3,3,3,2,4,2,2,4,3,2,3,1,2,4,3,2,2,0.456735941,-0.507442145,-1.240090496,-1.238116053,-0.632228188
451,3.09,2.29,2.88,1.75,2,47,61,4,2,2,3,3,4,3,3,3,3,3,3,3,3,3,4,3,2,3,3,3,3,3,-0.176490478,0.057895775,-0.305642826,-0.463904894,-0.222035606
452,3.74,3.30,3.68,3.15,2,42,46,3,2,1,2,2,3,2,2,3,2,2,2,2,3,2,2,2,2,2,4,3,2,2,0.79589715,1.195305395,0.827913864,1.09530624,0.978605662
453,2.38,0.48,2.15,0.82,2,50,53,4,2,2,2,4,3,3,3,3,3,2,3,2,4,3,2,3,3,2,1,2,2,3,-1.232361585,-1.976026647,-1.322954591,-1.500189118,-1.507882985
454,3.18,2.88,3.24,2.80,2,68,66,3,2,1,2,3,4,4,3,3,4,4,4,3,2,3,3,4,3,3,4,4,3,3,-0.042177748,0.726193257,0.204192506,0.705995484,0.398550874
455,3.00,0.85,3.05,0.92,2,62,46,4,2,2,3,2,3,3,3,2,2,2,2,2,3,2,2,3,2,2,2,2,2,2,-0.313926035,-1.562367296,-0.067970963,-1.393834029,-0.834524581
456,3.88,1.98,4.00,2.50,1,47,45,4,2,2,2,3,2,3,3,2,2,2,1,2,2,1,4,2,2,3,3,2,2,2,1.0012237,-0.28688618,1.269424626,0.371104574,0.58871668
457,3.06,1.65,2.76,1.60,1,57,64,3,2,1,3,3,3,4,3,3,4,4,3,3,4,3,4,4,2,3,1,4,3,3,-0.221046568,-0.65834864,-0.468585676,-0.633568155,-0.49538726
458,3.36,2.92,2.94,2.50,2,57,62,4,2,2,3,3,3,3,3,3,3,4,3,3,4,3,4,3,2,3,4,3,3,2,0.226125481,0.771219009,-0.216293858,0.371104574,0.288038802
459,3.42,3.23,3.23,2.89,2,51,58,5,2,2,2,4,3,3,3,3,3,3,3,2,2,3,4,4,2,3,3,3,3,2,0.314055324,1.124441135,0.187997515,0.802702743,0.607299179
460,2.45,0.57,2.41,0.71,2,58,48,4,2,2,2,3,2,3,2,2,3,3,2,2,3,2,3,4,2,1,3,4,1,1,-1.130296401,-1.874043964,-0.9591531,-1.627077853,-1.39764283
461,2.95,1.50,3.01,1.80,2,59,60,4,2,2,2,4,3,4,3,3,4,3,2,2,4,3,4,4,2,2,3,4,2,2,-0.379322073,-0.831605007,-0.115758304,-0.408790162,-0.433868887
462,3.47,2.80,3.09,2.18,1,42,52,4,2,2,2,3,2,3,3,3,3,3,3,3,3,3,2,3,2,2,3,2,2,2,0.389788668,0.640618988,-0.002945331,0.015752573,0.260803724
463,3.34,2.82,3.24,3.09,1,42,51,4,2,2,2,3,2,2,3,3,2,3,3,2,3,3,3,3,2,2,3,3,2,2,0.201627887,0.659512277,0.20913727,1.025191043,0.523867119
464,3.50,3.52,3.57,3.56,1,43,46,4,2,2,2,3,3,3,3,3,2,3,3,3,2,1,2,1,2,2,2,2,2,2,0.434805771,1.4466053,0.666727505,1.554385788,1.025631091
465,2.97,2.33,3.09,2.66,2,43,42,3,2,1,2,2,2,3,2,2,2,3,2,2,2,2,2,3,1,1,3,2,2,2,-0.348840029,0.105352688,-0.001391429,0.55263705,0.07693957
466,3.41,1.23,3.21,2.15,1,43,51,5,2,2,2,2,3,3,3,2,1,2,4,4,2,2,3,2,3,3,2,2,3,3,0.297143837,-1.132990397,0.160178988,-0.023744497,-0.174853017
467,3.27,2.59,3.15,2.36,1,55,63,5,2,2,3,4,2,3,4,3,3,4,3,3,4,3,3,4,3,3,4,3,2,2,0.092924126,0.398504218,0.073964478,0.211361584,0.194188601
468,3.34,2.96,3.34,2.89,2,58,56,3,2,1,2,3,3,2,3,2,3,3,3,3,3,4,4,2,2,3,4,3,2,2,0.196314012,0.816244762,0.344354627,0.806462756,0.540844039
469,3.10,2.37,2.97,2.11,2,43,56,2,2,1,2,3,2,3,3,2,4,2,2,1,3,4,4,4,3,2,3,4,2,3,-0.15828505,0.150329285,-0.169670025,-0.061551531,-0.05979433
470,3.30,1.83,3.22,1.40,2,43,66,4,2,2,3,3,4,3,3,3,4,4,3,3,4,3,3,3,3,3,4,4,3,3,0.136691072,-0.455732753,0.176160081,-0.856828761,-0.24992759
471,3.09,2.04,3.15,2.05,2,52,51,3,2,1,2,3,2,3,3,3,3,3,2,2,3,3,3,2,2,2,3,3,2,2,-0.181967601,-0.223014393,0.083097414,-0.125884677,-0.111942314
472,0.77,0.82,2.08,0.74,2,43,52,5,2,2,3,3,2,2,2,2,4,4,3,2,3,2,2,3,3,2,2,2,4,2,-3.634459877,-1.59263301,-1.4216881,-1.593588762,-2.060592437
473,2.62,1.91,3.30,2.91,2,47,49,4,2,2,1,3,3,3,3,3,3,3,1,1,2,3,3,2,2,3,2,3,2,3,-0.881930553,-0.370933909,0.281672427,0.832021273,-0.034792691
474,3.38,1.71,3.53,1.62,2,53,60,4,2,2,2,3,3,4,3,3,3,3,2,2,3,3,3,4,3,3,3,4,3,3,0.254297397,-0.587756807,0.61329055,-0.614646779,-0.08370391
475,3.50,3.17,3.51,3.15,1,46,59,4,2,2,2,3,3,3,3,2,3,3,2,3,3,3,4,3,3,3,3,4,3,3,0.434805771,1.052629964,0.582630233,1.096701545,0.791691878
476,3.46,0.97,2.97,0.97,1,41,54,4,2,2,2,3,3,3,3,3,2,2,3,3,2,3,3,3,2,3,3,3,2,3,0.375182831,-1.423786437,-0.174245222,-1.336839065,-0.639921973
477,3.21,2.81,3.22,2.62,2,47,58,4,2,2,2,4,3,4,2,2,3,4,3,3,2,2,4,4,3,3,1,3,3,3,0.002539457,0.647398189,0.176160081,0.505060938,0.332789666
478,3.16,2.32,3.06,1.40,1,47,69,4,2,2,3,4,4,4,3,3,4,4,2,3,4,4,4,4,3,3,4,4,3,2,-0.071989218,0.095832718,-0.048099313,-0.856828761,-0.220271143
479,3.32,2.97,3.39,2.99,2,50,51,4,2,2,2,4,2,2,3,3,1,1,2,2,2,3,4,3,3,3,4,3,2,2,0.164900032,0.828753467,0.40793551,0.921316381,0.580726348
480,2.50,1.14,2.00,1.30,2,52,60,3,2,1,2,2,3,1,4,3,4,4,3,3,1,4,4,4,2,3,3,4,3,3,-1.055767726,-1.232426988,-1.533817797,-0.968459064,-1.197617894
481,3.45,2.75,3.58,3.28,1,60,66,4,2,2,3,2,3,3,4,3,4,4,4,4,2,4,3,3,4,4,4,4,2,2,0.363502245,0.575971889,0.682212633,1.238464256,0.715037756
482,3.42,2.38,3.36,2.95,2,66,46,3,2,1,2,2,2,2,2,2,3,3,2,2,3,3,3,2,1,2,4,3,2,1,0.315559891,0.163371347,0.372387051,0.873440938,0.431189807
483,3.46,1.93,3.23,2.30,2,68,51,3,2,1,1,3,3,3,3,2,2,2,4,2,3,2,3,3,2,3,3,3,2,2,0.375182831,-0.343168371,0.190176293,0.147843968,0.09250868
484,3.38,2.87,3.18,2.54,1,42,43,3,2,1,2,3,2,3,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,0.253222371,0.713590255,0.119722056,0.412857775,0.374848114
485,3.40,1.61,3.46,1.74,1,45,43,4,2,2,2,3,2,3,2,3,2,2,2,2,2,2,2,3,1,2,1,2,2,3,0.285748421,-0.703374393,0.512549172,-0.47728573,-0.095590632
486,1.14,0.94,1.27,0.92,2,46,58,5,2,2,2,3,3,4,3,2,3,3,2,2,4,4,4,4,2,2,3,4,2,2,-3.082947683,-1.457555751,-2.557001281,-1.392654217,-2.122539733
487,1.50,1.28,1.71,1.53,1,44,45,1,2,1,3,2,3,2,3,2,1,2,2,2,1,3,3,2,2,2,3,3,2,2,-2.550338898,-1.0703604,-1.94366404,-0.708048009,-1.568102837
488,3.56,0.85,3.54,1.92,2,59,60,2,2,1,2,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,4,3,3,2,0.519805659,-1.561396452,0.621349789,-0.279644407,-0.174971353
489,3.43,2.81,3.34,2.65,1,46,42,3,2,1,2,3,2,2,2,2,2,3,2,2,2,1,2,3,2,2,4,2,1,1,0.330465626,0.647398189,0.344354627,0.538550029,0.465192118
490,3.66,2.84,3.63,2.83,2,53,47,4,2,2,2,2,3,2,2,3,3,4,2,2,2,2,4,2,2,2,1,3,2,2,0.673297531,0.681167504,0.750824778,0.739484575,0.711193597
491,0.39,0.30,0.32,0.21,1,41,51,4,2,2,3,3,2,3,2,2,2,3,3,2,3,3,3,3,2,2,4,3,2,1,-4.200877806,-2.177967795,-3.888541432,-2.185229369,-3.113154101
492,3.36,2.41,3.10,1.51,2,49,45,4,2,2,2,2,1,3,2,3,2,3,2,2,2,1,3,3,1,3,3,3,2,2,0.226125481,0.197140662,0.007965536,-0.734035428,-0.075700937
493,3.43,1.96,3.42,1.61,2,41,44,4,2,2,2,2,2,3,2,2,1,3,4,2,2,1,2,3,1,2,4,2,2,2,0.330465626,-0.309399056,0.456484324,-0.622405125,-0.036213558
494,4.00,2.72,4.00,2.49,2,57,54,2,2,1,3,1,3,2,3,2,2,3,4,3,3,3,3,2,4,3,1,4,2,3,1.18009252,0.541742344,1.269424626,0.364671792,0.838982821
495,3.76,3.32,3.58,3.22,1,52,43,3,2,1,2,2,2,1,3,3,3,2,3,3,2,2,1,1,2,3,2,3,1,2,0.814937366,1.226715667,0.674923327,1.171790345,0.972091676
496,4.00,3.64,4.00,3.41,2,62,50,5,2,2,1,4,3,4,2,2,2,3,2,2,3,3,3,3,3,2,2,2,2,2,1.18009252,1.584074429,1.269424626,1.384986641,1.354644554
497,3.70,3.33,3.79,3.39,1,46,60,3,2,1,3,3,3,2,2,2,3,3,3,3,4,3,4,3,2,3,4,4,3,3,0.732920471,1.232732975,0.975084172,1.364614272,1.076337972
498,2.51,0.94,2.51,0.98,2,44,46,4,2,2,2,3,2,3,3,2,2,2,2,2,2,2,2,3,2,3,3,2,2,2,-1.043382008,-1.462385487,-0.81209601,-1.320382009,-1.159561379
499,3.45,2.53,3.46,2.76,1,56,42,3,2,1,2,2,3,3,2,2,2,3,1,1,2,2,3,3,1,2,3,3,1,1,0.360277096,0.33221792,0.512549172,0.661343362,0.466596888
500,2.72,0.86,2.81,0.83,2,50,52,2,2,1,2,3,3,3,3,2,3,3,2,3,3,4,3,3,2,2,2,2,2,2,-0.727841557,-1.547607257,-0.398504615,-1.493121489,-1.04176873
501,3.17,1.64,3.12,1.49,1,47,77,3,2,1,3,4,4,4,4,3,4,4,4,4,3,4,4,4,4,4,4,4,4,4,-0.052761943,-0.666971939,0.029447015,-0.751497368,-0.360446059
502,3.42,1.07,3.35,1.65,2,75,73,5,2,2,3,4,4,4,3,4,4,4,2,3,4,4,4,4,4,4,3,4,3,4,0.315559891,-1.311222055,0.358370839,-0.577753003,-0.303761082
503,1.82,1.47,1.73,1.41,1,54,43,4,2,2,2,3,2,3,2,2,2,3,3,2,2,1,2,2,2,2,4,2,1,1,-2.073829556,-0.856743503,-1.905597778,-0.845386713,-1.420389387
