Included_in_analysis,ID,avg_response_friend_approached,avg_response_stranger_approached,avg_response_friend_approaching,avg_response_stranger_approaching,Sex_1m_2f,Country,country_1in_2us,age,UCLA,loneliness_L1_H2,covid_loneliness,covid_loneliness_L1_H2,Avg_approached,Avg_Approaching,Avg_Friend,Avg_Stranger,average_response_time_total,Zavg_response_friend_approached,Zavg_response_stranger_approached,Zavg_response_friend_approaching,Zavg_response_stranger_approaching,Zavg_response_total,ucla_1_REV,ucla_2,ucla_3,ucla_4,ucla_5_REV,ucla_6_REV,ucla_7,ucla_8,ucla_9_REV,ucla_10_REV,ucla_11,ucla_12,ucla_13,ucla_14,ucla_15_REV,ucla_16_REV,ucla_17,ucla_18,ucla_19_REV,ucla_20_REV
1,199,3.17,0.93,3.02,1.69,2,187,2,58,54,2,2,1,2.05,2.36,3.10,1.31,2.20,-0.05,-1.47,-0.11,-0.53,-0.54,1,3,3,4,3,2,3,3,2,2,3,2,4,3,2,3,4,3,2,2
1,200,3.33,1.53,3.43,1.61,1,185, ,34,31,1,5,2,2.43,2.52,3.38,1.57,2.48,0.18,-0.79,0.47,-0.62,-0.19,1,2,2,2,1,1,2,2,1,1,2,2,2,2,1,1,2,2,1,1
1,201,3.41,3.05,3.44,2.57,1,187,2,47,32,1,3,1,3.23,3.01,3.43,2.81,3.12,0.30,0.92,0.48,0.45,0.54,3,2,1,2,2,2,2,2,3,1,2,1,1,1,1,1,1,2,1,1
1,202,3.73,2.80,3.50,3.17,2,187,2,50,26,1,2,1,3.27,3.34,3.62,2.99,3.30,0.78,0.64,0.57,1.12,0.78,1,1,1,2,2,1,1,1,2,1,1,1,1,1,1,1,3,2,1,1
1,203,3.45,2.46,3.22,2.38,1,78,1,46,33,1,1,1,2.96,2.80,3.34,2.42,2.88,0.37,0.25,0.18,0.24,0.26,2,2,2,2,3,4,1,1,1,1,1,1,1,1,4,1,2,1,1,1
1,204,3.67,3.34,3.66,3.38,1,78,1,36,42,2,5,2,3.51,3.52,3.67,3.36,3.51,0.69,1.24,0.79,1.35,1.02,1,3,3,3,1,1,3,3,1,1,3,3,3,3,1,1,3,3,1,1
1,205,3.49,3.24,3.41,3.17,1,187,2,39,37,1,4,2,3.37,3.29,3.45,3.21,3.33,0.42,1.13,0.44,1.12,0.78,2,2,2,2,2,2,2,2,1,1,2,2,2,2,1,1,3,3,2,1
1,206,3.56,3.09,3.51,2.96,1,187,2,78,29,1,3,1,3.33,3.24,3.54,3.03,3.28,0.52,0.96,0.58,0.88,0.74,1,2,2,2,2,2,1,2,1,1,2,1,1,1,1,1,3,1,1,1
1,207,3.03,2.15,3.36,2.15,2,187,2,61,45,2,4,2,2.59,2.76,3.20,2.15,2.67,-0.27,-0.10,0.37,-0.02,0.00,1,3,3,3,2,2,2,2,2,2,2,3,3,2,2,2,2,3,2,2
0,208,0.73,0.36,0.84,0.32,1,187,2,47,34,1,4,2,0.55,0.58,0.79,0.34,0.56,-3.69,-2.11,-3.16,-2.06,-2.76,2,2,1,2,1,2,2,3,1,1,2,1,2,3,1,1,3,2,1,1
1,209,3.27,1.40,2.97,0.98,2,78,1,31,34,1,2,1,2.33,1.97,3.12,1.19,2.15,0.10,-0.94,-0.18,-1.32,-0.59,2,2,2,2,2,1,2,1,1,2,2,1,2,1,2,1,3,2,2,1
1,210,3.69,2.81,3.65,2.96,1,187,2,30,30,1,3,1,3.25,3.30,3.67,2.89,3.28,0.72,0.65,0.77,0.89,0.76,2,1,2,1,2,2,1,1,2,2,1,1,2,1,1,2,2,1,2,1
1,211,2.97,2.60,2.52,1.90,1,187,2,35,47,2,5,2,2.79,2.21,2.75,2.25,2.50,-0.36,0.41,-0.80,-0.30,-0.26,2,2,2,3,2,2,2,4,3,2,2,3,3,2,1,2,4,3,2,1
1,212,4.00,3.49,3.93,3.47,2,78,1,51,31,1,2,1,3.75,3.70,3.97,3.48,3.72,1.18,1.41,1.17,1.45,1.30,1,1,1,1,1,1,1,2,2,1,2,1,2,1,2,2,3,2,2,2
0,213,0.67,0.34,0.57,0.34,1,187,2,36,36,1,4,2,0.50,0.45,0.62,0.34,0.48,-3.79,-2.14,-3.54,-2.04,-2.88,2,2,2,2,3,2,1,2,1,2,1,2,2,2,2,2,3,1,1,1
1,214,2.60,2.76,2.98,2.77,2,78,1,28,51,2,4,2,2.68,2.88,2.79,2.77,2.78,-0.91,0.59,-0.16,0.67,0.05,3,1,3,2,2,3,3,2,2,2,3,2,3,3,3,3,2,3,3,3
1,215,3.61,2.99,3.53,2.94,1,187,2,35,25,1,3,1,3.30,3.24,3.57,2.96,3.27,0.60,0.85,0.62,0.86,0.73,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,4,1,1,1
1,216,3.37,3.11,3.36,3.11,2,187,2,48,36,1,4,2,3.24,3.24,3.37,3.11,3.24,0.24,0.99,0.38,1.06,0.66,2,3,2,2,1,2,1,2,2,1,3,2,2,2,1,2,3,1,1,1
1,217,2.48,0.98,3.17,1.34,2,187,2,47,67,2,4,2,1.73,2.26,2.83,1.16,1.99,-1.08,-1.41,0.11,-0.92,-0.83,2,3,4,3,4,3,4,4,2,3,4,4,4,3,3,3,3,4,4,3
1,218,3.09,1.75,3.13,2.09,1,78,1,35,45,2,4,2,2.42,2.61,3.11,1.92,2.51,-0.18,-0.55,0.05,-0.09,-0.19,2,3,2,4,2,1,4,3,1,1,2,1,3,3,3,1,3,2,2,2
1,219,3.49,2.08,3.23,2.61,1,187,2,34,68,2,4,2,2.79,2.92,3.36,2.35,2.85,0.43,-0.18,0.19,0.50,0.24,2,4,4,3,4,3,4,4,3,3,4,3,3,4,3,3,4,4,3,3
1,220,3.52,3.10,3.58,3.04,2,187,2,62,38,1,4,2,3.31,3.31,3.55,3.07,3.31,0.46,0.97,0.68,0.97,0.77,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,3,3,2,1,1
1,221,3.54,2.90,3.71,3.10,2,78,1,28,50,2,4,2,3.22,3.41,3.63,3.00,3.31,0.49,0.75,0.86,1.04,0.79,2,2,3,3,1,2,2,3,2,3,3,2,3,3,2,3,3,3,3,2
1,222,2.86,1.60,1.72,0.68,2,187,2,45,58,2,3,1,2.23,1.20,2.29,1.14,1.72,-0.52,-0.71,-1.93,-1.66,-1.21,2,4,3,4,3,2,3,3,2,2,4,3,3,4,2,2,4,4,2,2
1,223,3.83,3.12,3.82,3.05,1,78,1,29,27,1,4,2,3.48,3.44,3.83,3.09,3.46,0.93,1.00,1.02,0.99,0.98,1,2,1,2,1,1,1,2,1,1,1,1,1,2,1,1,3,2,1,1
1,224,3.12,2.30,2.38,1.27,2,187,2,35,45,2,3,1,2.71,1.83,2.75,1.79,2.27,-0.13,0.07,-1.00,-1.00,-0.52,2,2,2,2,2,3,3,2,2,2,2,2,2,3,3,2,3,2,2,2
1,225,3.39,2.35,3.07,1.51,1,78,1,39,30,1,2,1,2.87,2.29,3.23,1.93,2.58,0.27,0.13,-0.04,-0.73,-0.09,1,2,2,1,1,1,1,2,1,1,2,2,2,1,3,1,1,2,1,2
1,226,3.36,3.20,3.36,3.09,1,187,2,30,56,2,3,1,3.28,3.23,3.36,3.15,3.25,0.23,1.09,0.37,1.03,0.68,3,3,2,3,3,3,3,3,3,3,3,3,3,3,2,2,4,3,2,2
1,227,3.53,1.76,3.62,1.37,2,187,2,72,28,1,3,1,2.64,2.50,3.57,1.57,2.57,0.47,-0.53,0.73,-0.89,-0.05,1,1,1,1,2,1,2,1,2,1,2,1,1,3,1,1,3,1,1,1
1,228,3.47,2.83,3.28,1.56,2,187,2,45,28,1,3,1,3.15,2.42,3.38,2.20,2.79,0.40,0.67,0.27,-0.67,0.17,2,1,1,2,1,1,1,2,2,1,2,1,1,2,1,1,3,1,1,1
1,229,3.58,0.64,4.00,0.57,2,78,1,35,49,2,3,1,2.11,2.29,3.79,0.61,2.20,0.55,-1.79,1.27,-1.78,-0.44,4,2,2,3,2,3,2,2,2,2,3,2,3,2,3,3,3,2,2,2
1,230,4.00,1.49,4.00,0.68,2,78,1,35,49,2,4,2,2.75,2.34,4.00,1.09,2.54,1.18,-0.83,1.27,-1.67,-0.01,3,3,2,3,2,3,2,3,2,3,1,2,3,3,2,2,2,3,2,3
1,231,3.65,1.53,3.57,1.49,2,187,2,52,26,1,4,2,2.59,2.53,3.61,1.51,2.56,0.66,-0.79,0.66,-0.75,-0.05,1,1,1,2,2,2,1,1,1,1,2,1,1,1,1,1,3,1,1,1
1,232,3.28,2.73,3.30,2.85,2,187,2,47,40,1,3,1,3.00,3.08,3.29,2.79,3.04,0.10,0.56,0.29,0.76,0.43,2,2,2,2,2,2,2,2,2,2,2,2,3,2,1,2,2,2,2,2
1,233,3.55,2.15,3.31,2.04,2,187,2,58,40,1,4,2,2.85,2.68,3.43,2.10,2.76,0.51,-0.10,0.30,-0.14,0.14,2,3,2,3,1,1,2,2,1,1,3,2,2,3,3,1,3,3,1,1
1,234,3.65,2.98,3.55,3.24,1,78,1,35,36,1,3,1,3.32,3.40,3.60,3.11,3.36,0.66,0.84,0.64,1.20,0.83,2,2,2,3,1,1,2,2,1,2,2,2,1,1,3,1,1,3,2,2
1,235,3.70,2.91,3.21,2.71,1,187,2,40,73,2,4,2,3.31,2.96,3.46,2.81,3.13,0.73,0.76,0.16,0.61,0.57,3,4,4,4,4,3,4,4,3,3,4,4,4,4,3,3,4,4,4,3
1,236,3.48,3.01,3.33,2.43,2,187,2,37,60,2,3,1,3.25,2.88,3.40,2.72,3.06,0.40,0.88,0.33,0.30,0.48,3,1,3,2,4,2,4,3,3,3,2,4,4,3,3,3,4,4,2,3
1,237,3.01,0.86,3.02,0.98,1,78,1,31,44,2,4,2,1.94,2.00,3.02,0.92,1.97,-0.30,-1.55,-0.10,-1.33,-0.82,2,3,3,2,1,1,3,2,2,2,2,2,3,2,2,3,2,2,2,3
1,238,3.46,2.73,3.13,2.72,2,187,2,50,74,2,3,1,3.10,2.93,3.30,2.73,3.01,0.38,0.56,0.05,0.62,0.40,3,4,4,4,4,2,4,4,3,4,4,4,4,4,4,4,4,4,3,3
1,239,3.44,3.17,3.17,3.02,2,187,2,55,54,2,4,2,3.30,3.10,3.31,3.09,3.20,0.34,1.05,0.11,0.95,0.61,2,3,3,3,3,3,3,4,3,3,3,3,2,3,2,2,2,3,2,2
1,240,3.67,3.24,3.33,2.11,1,78,1,30,46,2,4,2,3.45,2.72,3.50,2.67,3.09,0.69,1.13,0.33,-0.07,0.52,1,2,3,3,1,2,2,2,2,2,2,3,3,3,3,2,3,3,2,2
1,241,3.37,2.54,3.41,2.57,1,187,2,59,57,2,4,2,2.96,2.99,3.39,2.56,2.97,0.24,0.34,0.44,0.45,0.37,3,4,2,3,3,2,3,3,3,2,3,3,3,3,3,3,4,3,2,2
1,242,3.38,3.17,3.36,3.12,2,187,2,57,34,1,3,1,3.28,3.24,3.37,3.14,3.26,0.26,1.05,0.37,1.06,0.69,2,1,1,1,2,2,1,2,2,2,2,1,2,2,1,2,4,2,1,1
1,243,4.00,4.00,4.00,4.00,1,187,2,67,40,1,4,2,4.00,4.00,4.00,4.00,4.00,1.18,1.99,1.27,2.05,1.62,2,2,2,3,1,2,1,3,2,2,2,2,3,2,1,2,4,2,1,1
1,244,3.39,2.57,3.42,3.20,1,187,2,51,62,2,4,2,2.98,3.31,3.40,2.89,3.15,0.27,0.38,0.45,1.15,0.56,3,3,4,4,4,3,3,4,3,2,3,4,3,4,2,2,4,3,2,2
1,245,3.26,2.87,3.13,2.92,2,78,1,40,22,1,1,1,3.07,3.03,3.20,2.90,3.05,0.08,0.71,0.05,0.84,0.42,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1
1,246,4.00,2.70,3.29,2.00,1,187,2,48,36,1,5,2,3.35,2.65,3.65,2.35,3.00,1.18,0.52,0.27,-0.19,0.45,1,3,1,3,2,2,2,2,1,2,1,1,2,3,2,2,2,2,1,1
1,247,3.47,2.79,3.48,2.67,2,187,2,62,34,1,3,1,3.13,3.08,3.48,2.73,3.10,0.39,0.62,0.54,0.56,0.53,1,1,1,1,2,2,2,2,2,2,2,3,2,1,1,2,3,2,1,1
1,248,3.23,2.26,2.98,2.28,1,156, ,42,53,2,3,1,2.75,2.63,3.11,2.27,2.69,0.03,0.03,-0.16,0.13,0.01,3,2,2,2,3,3,2,3,2,3,2,3,4,2,3,3,3,3,3,2
0,249,0.97,0.71,0.87,0.56,2,187,2,31,30,1,4,2,0.84,0.71,0.92,0.64,0.78,-3.33,-1.71,-3.12,-1.80,-2.49,1,2,1,2,2,2,1,2,2,2,2,1,1,1,1,1,3,1,1,1
1,250,3.48,2.23,3.02,1.58,2,187,2,48,65,2,3,1,2.86,2.30,3.25,1.91,2.58,0.41,0.00,-0.11,-0.65,-0.09,2,4,3,3,3,3,3,3,3,3,4,3,4,4,3,3,4,4,3,3
1,251,3.53,2.99,3.11,2.56,2,187,2,44,44,2,5,2,3.26,2.84,3.32,2.78,3.05,0.48,0.85,0.02,0.44,0.45,1,3,2,3,2,2,2,3,2,2,3,1,3,3,2,2,3,3,1,1
1,252,3.49,2.34,3.41,2.44,1,78,1,38,30,1,4,2,2.92,2.93,3.45,2.39,2.92,0.42,0.12,0.44,0.30,0.32,1,2,1,2,1,2,2,2,1,1,1,1,2,2,1,1,3,2,1,1
1,253,3.51,1.78,2.21,1.06,1,187,2,42,52,2,4,2,2.65,1.63,2.86,1.42,2.14,0.46,-0.51,-1.24,-1.24,-0.63,2,3,2,3,3,3,2,4,2,2,4,3,2,3,1,2,4,3,2,2
1,254,3.07,1.50,3.25,1.97,2,187,2,32,35,1,3,1,2.28,2.61,3.16,1.74,2.45,-0.21,-0.83,0.22,-0.22,-0.26,1,2,1,2,2,2,2,2,1,1,2,2,2,2,2,2,3,2,1,1
1,255,3.44,2.12,3.47,3.11,2,187,2,49,34,1,4,2,2.78,3.29,3.46,2.61,3.03,0.35,-0.13,0.52,1.05,0.45,1,2,2,2,1,1,2,2,2,1,2,2,2,2,2,1,3,2,1,1
1,256,3.64,3.02,3.58,2.98,1,187,2,39,23,1,1,1,3.33,3.28,3.61,3.00,3.30,0.65,0.88,0.68,0.90,0.78,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,1,1
1,257,3.09,2.29,2.88,1.75,2,187,2,47,61,2,4,2,2.69,2.31,2.98,2.02,2.50,-0.18,0.06,-0.31,-0.46,-0.22,3,3,4,3,3,3,3,3,3,3,3,3,4,3,2,3,3,3,3,3
1,258,3.52,3.18,3.34,2.98,1,187,2,37,39,1,4,2,3.35,3.16,3.43,3.08,3.25,0.47,1.07,0.34,0.90,0.69,2,3,2,2,2,2,2,3,1,1,2,2,2,2,1,2,2,4,1,1
1,259,3.62,1.94,3.29,1.52,1,187,2,35,36,1,4,2,2.78,2.41,3.46,1.73,2.59,0.61,-0.33,0.27,-0.72,-0.04,2,2,1,2,2,2,2,2,1,2,2,2,2,3,1,1,3,2,1,1
1,260,3.74,3.30,3.68,3.15,2,187,2,42,46,2,3,1,3.52,3.42,3.71,3.22,3.47,0.80,1.20,0.83,1.10,0.98,2,2,3,2,2,3,2,2,2,2,3,2,2,2,2,2,4,3,2,2
1,261,3.33,2.52,3.24,2.28,2,187,2,61,41,1,1,1,2.92,2.76,3.28,2.40,2.84,0.18,0.32,0.21,0.12,0.21,2,2,2,3,2,2,2,3,2,2,2,2,1,2,1,2,3,2,2,2
1,262,4.00,3.51,3.55,3.12,2,187,2,57,29,1,3,1,3.76,3.34,3.78,3.32,3.55,1.18,1.44,0.64,1.06,1.08,1,2,1,2,1,1,1,2,1,1,2,2,2,2,1,1,2,2,1,1
1,263,3.42,1.51,3.07,1.58,1,187,2,47,37,1,4,2,2.46,2.32,3.24,1.54,2.39,0.31,-0.82,-0.04,-0.66,-0.30,2,2,1,2,2,2,1,2,2,2,1,1,2,2,2,2,4,1,2,2
1,264,3.16,1.88,3.38,2.92,2,187,2,40,43,2,3,1,2.52,3.15,3.27,2.40,2.83,-0.07,-0.40,0.39,0.84,0.19,1,1,1,1,2,3,2,2,3,3,1,1,3,1,2,3,4,3,3,3
1,265,3.41,2.77,3.20,2.62,2,187,2,60,23,1,4,2,3.09,2.91,3.30,2.70,3.00,0.30,0.60,0.14,0.51,0.39,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,2,1,1,1
1,266,3.63,2.56,3.67,3.15,1,78,1,40,32,1,4,2,3.10,3.41,3.65,2.86,3.25,0.63,0.37,0.81,1.10,0.72,3,2,1,2,1,1,1,2,1,1,1,2,2,1,1,4,2,2,1,1
1,267,3.65,3.18,3.66,3.14,1,187,2,34,25,1,3,1,3.41,3.40,3.65,3.16,3.41,0.66,1.06,0.79,1.08,0.90,1,1,1,1,1,2,1,2,2,2,1,1,1,1,1,1,2,1,1,1
1,268,3.61,2.60,3.48,1.73,2,187,2,36,42,2,4,2,3.11,2.61,3.55,2.17,2.86,0.60,0.41,0.54,-0.49,0.27,2,3,2,3,2,2,2,2,3,2,2,1,2,3,1,2,4,2,1,1
1,269,3.67,3.64,3.70,3.14,1,187,2,33,37,1,3,1,3.66,3.42,3.69,3.39,3.54,0.69,1.58,0.85,1.09,1.05,2,2,2,2,1,2,2,3,2,2,2,2,2,2,1,2,2,2,1,1
1,270,2.38,0.48,2.15,0.82,2,186, ,50,53,2,4,2,1.43,1.49,2.27,0.65,1.46,-1.23,-1.98,-1.32,-1.50,-1.51,2,4,3,3,3,3,3,2,3,2,4,3,2,3,3,2,1,2,2,3
1,271,3.57,3.16,3.44,3.28,2,187,2,30,51,2,4,2,3.37,3.36,3.51,3.22,3.36,0.54,1.04,0.48,1.24,0.83,2,4,2,3,2,2,1,3,3,2,4,2,3,3,3,2,4,2,2,2
1,272,3.10,2.37,3.00,2.41,1,187,2,31,43,2,4,2,2.74,2.71,3.05,2.39,2.72,-0.16,0.15,-0.13,0.27,0.03,1,3,2,3,2,2,2,2,2,2,2,2,2,3,2,2,3,2,2,2
1,273,3.31,1.42,3.56,1.23,1,187,2,55,40,1,3,1,2.37,2.40,3.44,1.33,2.38,0.15,-0.92,0.65,-1.05,-0.29,1,3,2,3,2,2,2,3,1,2,1,2,3,2,2,1,2,2,2,2
1,274,3.47,0.72,2.95,0.75,1,187,2,38,46,2,3,1,2.09,1.85,3.21,0.74,1.97,0.39,-1.70,-0.21,-1.58,-0.78,2,2,3,1,3,2,2,3,3,1,1,4,4,3,2,1,2,3,2,2
1,275,3.64,2.81,3.63,3.12,2,187,2,34,35,1,4,2,3.22,3.38,3.63,2.96,3.30,0.64,0.65,0.75,1.06,0.78,2,2,1,2,2,2,2,3,2,1,2,1,2,2,1,1,3,2,1,1
1,276,3.41,2.60,3.46,2.94,2,187,2,35,34,1,2,1,3.00,3.20,3.43,2.77,3.10,0.29,0.41,0.51,0.86,0.52,2,1,1,2,1,2,1,1,2,2,2,2,2,3,1,2,3,2,1,1
1,277,3.36,2.91,2.93,2.63,2,187,2,49,27,1,3,1,3.14,2.78,3.14,2.77,2.96,0.22,0.77,-0.23,0.52,0.32,1,1,1,1,2,2,1,1,3,1,1,1,1,1,1,1,3,2,1,1
1,278,2.84,2.05,2.50,1.70,1,187,2,36,61,2,4,2,2.45,2.10,2.67,1.88,2.27,-0.55,-0.21,-0.83,-0.52,-0.53,3,3,3,4,2,3,4,4,4,3,3,2,4,4,2,3,4,2,2,2
1,279,2.44,0.93,2.51,0.69,1,78,1,35,56,2,4,2,1.69,1.60,2.48,0.81,1.64,-1.15,-1.47,-0.82,-1.65,-1.27,3,4,2,4,3,3,4,2,3,2,2,4,2,1,3,1,3,4,3,3
1,280,3.18,2.88,3.24,2.80,2,187,2,68,66,2,3,1,3.03,3.02,3.21,2.84,3.03,-0.04,0.73,0.20,0.71,0.40,2,3,4,4,3,3,4,4,4,3,2,3,3,4,3,3,4,4,3,3
1,281,1.13,1.22,1.23,1.16,1,187,2,40,58,2,3,1,1.18,1.20,1.18,1.19,1.19,-3.10,-1.14,-2.61,-1.12,-1.99,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2
1,282,3.00,0.85,3.05,0.92,2,187,2,62,46,2,4,2,1.92,1.98,3.02,0.88,1.95,-0.31,-1.56,-0.07,-1.39,-0.83,3,2,3,3,3,2,2,2,2,2,3,2,2,3,2,2,2,2,2,2
1,283,4.00,3.05,4.00,3.41,1,187,2,50,40,1,4,2,3.53,3.71,4.00,3.23,3.62,1.18,0.92,1.27,1.39,1.19,2,3,2,3,1,2,2,1,2,2,2,2,3,3,1,2,3,2,1,1
1,284,3.02,2.76,2.84,2.38,2,187,2,37,62,2,4,2,2.89,2.61,2.93,2.57,2.75,-0.28,0.59,-0.36,0.24,0.05,2,4,3,3,3,3,3,3,4,3,4,3,3,3,3,3,3,3,3,3
1,285,3.23,2.13,2.79,2.68,1,78,1,31,66,2,3,1,2.68,2.73,3.01,2.40,2.71,0.03,-0.12,-0.43,0.57,0.01,2,4,3,4,3,4,3,3,4,3,4,3,4,4,3,3,4,3,3,2
1,286,3.42,2.40,3.15,1.96,1,187,2,36,62,2,4,2,2.91,2.56,3.29,2.18,2.73,0.32,0.19,0.08,-0.23,0.09,2,3,4,4,3,3,4,3,3,3,3,2,3,4,3,2,3,4,3,3
1,287,3.38,2.85,3.15,2.72,1,187,2,37,40,1,3,1,3.12,2.94,3.27,2.79,3.03,0.26,0.69,0.08,0.62,0.41,2,3,2,3,2,2,1,3,2,1,3,2,2,2,1,1,4,2,1,1
1,288,3.53,2.84,3.57,2.81,1,78,1,60,32,1,5,2,3.19,3.19,3.55,2.83,3.19,0.48,0.68,0.67,0.72,0.64,1,1,2,3,1,1,2,2,1,1,2,2,2,2,1,1,3,2,1,1
1,289,3.51,2.63,3.36,2.44,2,187,2,45,20,1,3,1,3.07,2.90,3.44,2.54,2.99,0.45,0.44,0.37,0.30,0.39,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,290,4.00,3.59,4.00,3.48,1,78,1,45,23,1,3,1,3.80,3.74,4.00,3.54,3.77,1.18,1.53,1.27,1.47,1.36,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4
1,291,3.18,2.18,3.29,2.34,2,78,1,63,37,1,4,2,2.68,2.82,3.24,2.26,2.75,-0.04,-0.06,0.27,0.19,0.09,1,2,3,3,1,1,3,2,1,2,3,1,2,2,1,2,2,3,1,1
1,292,2.95,1.55,2.80,1.09,1,187,2,43,30,1,1,1,2.25,1.94,2.88,1.32,2.10,-0.38,-0.77,-0.41,-1.21,-0.69,1,1,1,1,2,3,1,1,2,3,1,1,3,1,1,2,1,1,2,1
1,293,3.53,2.83,3.04,2.11,1,187,2,39,48,2,4,2,3.18,2.58,3.29,2.47,2.88,0.48,0.67,-0.07,-0.07,0.25,2,3,2,3,2,3,2,3,3,2,2,2,2,3,2,3,3,3,2,1
1,294,3.71,3.23,3.64,3.24,1,187,2,42,36,1,4,2,3.47,3.44,3.68,3.24,3.46,0.75,1.12,0.76,1.20,0.96,2,2,2,2,1,2,1,3,1,2,2,1,2,2,2,2,3,2,1,1
1,295,3.88,1.98,4.00,2.50,1,187,2,47,45,2,4,2,2.93,3.25,3.94,2.24,3.09,1.00,-0.29,1.27,0.37,0.59,2,3,2,3,3,2,2,2,1,2,2,1,4,2,2,3,3,2,2,2
1,296,3.21,1.54,3.62,1.97,2,187,2,36,31,1,4,2,2.38,2.80,3.42,1.76,2.59,0.01,-0.78,0.74,-0.22,-0.06,2,1,1,1,1,2,2,2,2,1,2,1,2,1,1,2,4,1,1,1
1,297,3.06,1.65,2.76,1.60,1,187,2,57,64,2,3,1,2.36,2.18,2.91,1.63,2.27,-0.22,-0.66,-0.47,-0.63,-0.50,3,3,3,4,3,3,4,4,3,3,4,3,4,4,2,3,1,4,3,3
1,298,2.78,0.92,2.62,0.59,2,187,2,42,36,1,2,1,1.85,1.61,2.70,0.76,1.73,-0.64,-1.48,-0.66,-1.76,-1.14,2,1,1,2,2,2,1,3,2,2,2,1,2,2,1,1,4,3,1,1
1,299,3.37,2.50,3.41,2.55,1,187,2,45,28,1,3,1,2.93,2.98,3.39,2.53,2.96,0.23,0.30,0.44,0.43,0.35,2,1,1,1,1,2,1,3,2,1,2,1,1,1,1,1,3,1,1,1
