Included_in_analysis,ID,avg_response_friend_approached,avg_response_stranger_approached,avg_response_friend_approaching,avg_response_stranger_approaching,Sex_1m_2f,Country,country_1in_2us,age,UCLA,loneliness_L1_H2,covid_loneliness,covid_loneliness_L1_H2,Avg_approached,Avg_Approaching,Avg_Friend,Avg_Stranger,average_response_time_total,Zavg_response_friend_approached,Zavg_response_stranger_approached,Zavg_response_friend_approaching,Zavg_response_stranger_approaching,Zavg_response_total,ucla_1_REV,ucla_2,ucla_3,ucla_4,ucla_5_REV,ucla_6_REV,ucla_7,ucla_8,ucla_9_REV,ucla_10_REV,ucla_11,ucla_12,ucla_13,ucla_14,ucla_15_REV,ucla_16_REV,ucla_17,ucla_18,ucla_19_REV,ucla_20_REV
1,402,3.74,1.25,3.76,0.88,1,78,1,35,27,1,2,1,2.49,2.32,3.75,1.06,2.41,0.80,-1.11,0.94,-1.44,-0.20,1,2,1,1,2,1,1,1,1,1,1,2,2,1,1,1,2,2,1,2
1,403,3.16,2.45,3.33,2.27,1,187,2,43,39,1,3,1,2.80,2.80,3.25,2.36,2.80,-0.07,0.24,0.34,0.11,0.15,2,2,2,2,2,2,2,3,2,1,2,2,3,2,1,2,3,2,1,1
1,404,3.56,1.78,3.19,1.69,1,78,1,36,61,2,3,1,2.67,2.44,3.38,1.74,2.56,0.52,-0.51,0.13,-0.53,-0.10,3,3,4,3,4,3,3,3,3,3,3,3,3,2,3,3,3,4,2,3
1,405,4.00,2.65,3.22,2.51,2,187,2,32,30,1,3,1,3.32,2.86,3.61,2.58,3.09,1.18,0.47,0.17,0.38,0.55,1,1,1,1,4,2,2,3,2,1,2,1,1,1,1,1,2,1,1,1
1,406,3.69,2.76,3.56,3.00,1,187,2,60,27,1,4,2,3.23,3.28,3.63,2.88,3.25,0.72,0.59,0.65,0.93,0.72,1,1,1,1,1,1,3,2,1,1,2,1,1,2,1,1,2,2,1,1
1,407,2.92,2.20,2.27,2.05,1,187,2,36,39,1,4,2,2.56,2.16,2.60,2.13,2.36,-0.43,-0.04,-1.15,-0.13,-0.44,2,2,2,2,1,2,2,2,2,2,2,3,3,2,2,1,2,2,2,1
1,408,3.21,2.81,3.22,2.62,2,187,2,47,58,2,4,2,3.01,2.92,3.22,2.72,2.97,0.00,0.65,0.18,0.51,0.33,2,4,3,4,2,2,3,4,3,3,2,2,4,4,3,3,1,3,3,3
1,409,3.16,2.32,3.06,1.40,1,187,2,47,69,2,4,2,2.74,2.23,3.11,1.86,2.49,-0.07,0.10,-0.05,-0.86,-0.22,3,4,4,4,3,3,4,4,2,3,4,4,4,4,3,3,4,4,3,2
1,410,3.83,2.74,4.00,2.88,2,187,2,49,24,1,5,2,3.29,3.44,3.92,2.81,3.36,0.93,0.57,1.27,0.80,0.89,2,2,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1
1,411,3.32,2.97,3.39,2.99,2,187,2,50,51,2,4,2,3.15,3.19,3.35,2.98,3.17,0.16,0.83,0.41,0.92,0.58,2,4,2,2,3,3,1,1,2,2,2,3,4,3,3,3,4,3,2,2
1,412,2.50,1.14,2.00,1.30,2,187,2,52,60,2,3,1,1.82,1.65,2.25,1.22,1.74,-1.06,-1.23,-1.53,-0.97,-1.20,2,2,3,1,4,3,4,4,3,3,1,4,4,4,2,3,3,4,3,3
1,413,3.89,3.60,3.73,3.41,2,187,2,39,42,2,3,1,3.74,3.57,3.81,3.50,3.66,1.01,1.54,0.89,1.38,1.20,2,2,2,2,2,2,2,3,2,2,1,2,3,2,2,3,2,2,2,2
0,414,1.17,0.97,1.23,0.94,1,187,2,32,60,2,5,2,1.07,1.08,1.20,0.95,1.08,-3.04,-1.43,-2.62,-1.37,-2.11,3,3,3,3,2,3,3,3,3,3,3,4,3,4,3,2,4,4,2,2
0,415,0.83,0.50,0.78,0.53,1,187,2,36,33,1,4,2,0.67,0.66,0.81,0.52,0.66,-3.54,-1.95,-3.25,-1.82,-2.64,1,2,2,2,2,2,2,2,1,1,2,2,2,2,1,1,2,2,1,1
1,416,3.45,2.75,3.58,3.28,1,187,2,60,66,2,4,2,3.10,3.43,3.52,3.01,3.26,0.36,0.58,0.68,1.24,0.72,3,2,3,3,4,3,4,4,4,4,2,4,3,3,4,4,4,4,2,2
1,417,3.42,2.38,3.36,2.95,2,187,2,66,46,2,3,1,2.90,3.16,3.39,2.67,3.03,0.32,0.16,0.37,0.87,0.43,2,2,2,2,2,2,3,3,2,2,3,3,3,2,1,2,4,3,2,1
1,418,3.82,2.93,3.65,2.56,1,187,2,35,58,2,3,1,3.37,3.10,3.73,2.75,3.24,0.91,0.78,0.78,0.44,0.73,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,4,4,2,2
1,419,3.67,3.23,3.82,3.69,2,187,2,36,34,1,4,2,3.45,3.76,3.75,3.46,3.60,0.69,1.12,1.02,1.70,1.13,1,2,1,2,1,1,2,3,2,1,3,2,2,2,1,1,3,2,1,1
1,420,2.94,1.42,2.78,1.25,1,187,2,50,40,1,4,2,2.18,2.02,2.86,1.34,2.10,-0.40,-0.92,-0.44,-1.02,-0.70,2,2,1,2,3,2,1,2,2,2,2,3,3,3,1,2,3,2,1,1
1,421,3.46,1.93,3.23,2.30,2,187,2,68,51,2,3,1,2.70,2.77,3.35,2.12,2.73,0.38,-0.34,0.19,0.15,0.09,1,3,3,3,3,2,2,2,4,2,3,2,3,3,2,3,3,3,2,2
1,422,3.56,2.27,3.42,1.77,1,187,2,36,26,1,4,2,2.91,2.59,3.49,2.02,2.75,0.53,0.03,0.46,-0.45,0.14,1,1,1,2,1,1,1,2,1,1,2,1,1,2,1,1,2,2,1,1
1,423,3.75,2.65,3.40,2.59,1,187,2,46,34,1,4,2,3.20,3.00,3.58,2.62,3.10,0.81,0.47,0.43,0.47,0.54,2,2,2,2,1,2,2,2,1,1,2,2,2,2,1,1,3,2,1,1
1,424,3.38,2.87,3.18,2.54,1,187,2,42,43,2,3,1,3.12,2.86,3.28,2.70,2.99,0.25,0.71,0.12,0.41,0.37,2,3,2,3,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2
1,425,3.22,2.32,3.07,1.58,2,75, ,31,55,2,3,1,2.77,2.33,3.14,1.95,2.55,0.01,0.10,-0.04,-0.65,-0.14,3,2,3,3,3,3,3,3,4,3,3,2,2,3,3,2,3,2,2,3
1,426,3.22,1.16,3.36,1.42,1,187,2,36,59,2,3,1,2.19,2.39,3.29,1.29,2.29,0.02,-1.21,0.37,-0.83,-0.42,3,2,3,3,3,4,3,4,3,3,3,3,4,3,2,3,3,3,2,2
1,427,3.30,0.56,3.33,0.60,2,187,2,72,40,1,4,2,1.93,1.97,3.32,0.58,1.95,0.14,-1.89,0.33,-1.75,-0.79,2,2,1,2,2,3,2,3,2,1,2,2,2,2,2,2,3,3,1,1
0,428,1.05,0.67,0.73,0.52,1,187,2,51,40,1,4,2,0.86,0.63,0.89,0.60,0.74,-3.22,-1.76,-3.31,-1.84,-2.53,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1,429,3.14,2.77,2.83,2.39,2,187,2,37,31,1,4,2,2.96,2.61,2.99,2.58,2.78,-0.10,0.60,-0.37,0.25,0.09,2,2,1,2,2,2,1,2,1,1,1,1,1,2,2,2,2,2,1,1
1,430,2.10,2.00,2.06,2.07,2,187,2,30,68,2,4,2,2.05,2.06,2.08,2.03,2.05,-1.65,-0.27,-1.46,-0.11,-0.87,3,4,4,4,2,3,4,4,3,3,4,4,4,4,3,2,4,4,2,3
1,431,3.40,1.61,3.46,1.74,1,78,1,45,43,2,4,2,2.51,2.60,3.43,1.68,2.55,0.29,-0.70,0.51,-0.48,-0.10,2,3,2,3,2,3,2,2,2,2,2,2,2,3,1,2,1,2,2,3
0,432,0.90,0.67,0.97,0.84,2,187,2,36,63,2,3,1,0.78,0.91,0.93,0.76,0.84,-3.45,-1.76,-2.97,-1.48,-2.42,3,4,3,3,3,3,3,3,4,3,3,3,3,4,3,3,3,3,3,3
1,433,3.45,2.67,3.55,2.94,1,187,2,34,27,1,3,1,3.06,3.25,3.50,2.81,3.15,0.36,0.49,0.64,0.86,0.59,2,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,2,1,2,2
1,434,3.45,3.04,3.26,3.01,2,187,2,35,34,1,3,1,3.25,3.14,3.36,3.03,3.19,0.36,0.91,0.23,0.94,0.61,2,1,1,1,3,2,1,2,3,2,1,1,1,1,2,2,2,2,2,2
1,435,3.74,3.19,3.49,2.70,1,187,2,34,38,1,4,2,3.47,3.10,3.62,2.95,3.28,0.79,1.08,0.55,0.59,0.75,3,2,1,2,1,2,1,3,3,2,2,2,1,3,1,1,3,3,1,1
1,436,3.32,3.15,3.31,3.12,2,187,2,51,40,1,1,1,3.24,3.21,3.31,3.14,3.22,0.17,1.03,0.30,1.06,0.64,2,2,3,2,1,2,2,3,2,2,2,3,2,2,1,2,1,2,2,2
1,437,3.29,1.89,3.24,2.59,1,78,1,26,63,2,5,2,2.59,2.91,3.27,2.24,2.75,0.12,-0.39,0.20,0.47,0.10,2,4,4,4,2,3,4,3,3,2,4,4,3,2,3,3,4,3,3,3
1,438,3.07,1.30,0.87,0.51,2,187,2,40,57,2,5,2,2.19,0.69,1.97,0.90,1.44,-0.20,-1.05,-3.12,-1.85,-1.56,2,3,2,3,3,2,2,3,3,2,4,3,3,4,2,3,4,4,2,3
0,439,1.14,0.94,1.27,0.92,2,187,2,46,58,2,5,2,1.04,1.10,1.21,0.93,1.07,-3.08,-1.46,-2.56,-1.39,-2.12,2,3,3,4,3,2,3,3,2,2,4,4,4,4,2,2,3,4,2,2
1,440,1.50,1.28,1.71,1.53,1,187,2,44,45,2,1,1,1.39,1.62,1.60,1.41,1.51,-2.55,-1.07,-1.94,-0.71,-1.57,3,2,3,2,3,2,1,2,2,2,1,3,3,2,2,2,3,3,2,2
1,441,3.47,2.72,3.25,2.61,1,187,2,60,40,1,3,1,3.10,2.93,3.36,2.67,3.01,0.39,0.55,0.22,0.49,0.41,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2
1,442,3.35,2.49,3.15,2.45,1,187,2,34,67,2,3,1,2.92,2.80,3.25,2.47,2.86,0.22,0.29,0.07,0.32,0.23,3,4,4,4,3,2,4,3,3,3,3,4,4,4,3,3,4,3,3,3
1,443,2.90,0.95,2.40,1.28,2,187,2,40,21,1,2,1,1.93,1.84,2.65,1.12,1.88,-0.46,-1.45,-0.97,-0.99,-0.97,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,444,2.97,1.81,2.79,2.13,1,78,1,28,36,1,4,2,2.39,2.46,2.88,1.97,2.42,-0.35,-0.48,-0.43,-0.04,-0.33,2,4,2,2,2,1,1,2,2,1,2,1,2,1,1,1,3,2,1,3
1,445,3.56,0.85,3.54,1.92,2,78,1,59,60,2,2,1,2.20,2.73,3.55,1.38,2.46,0.52,-1.56,0.62,-0.28,-0.17,2,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,4,3,3,2
1,446,3.32,1.46,3.29,1.49,1,78,1,37,41,1,3,1,2.39,2.39,3.31,1.48,2.39,0.17,-0.87,0.27,-0.76,-0.30,2,2,2,3,1,2,2,2,2,1,3,2,3,2,3,2,2,2,1,2
1,447,3.26,2.11,3.24,2.38,1,187,2,58,41,1,4,2,2.69,2.81,3.25,2.25,2.75,0.08,-0.14,0.20,0.24,0.09,2,2,2,3,2,2,2,3,1,2,2,2,3,2,1,2,2,2,2,2
1,448,3.62,0.74,3.76,0.42,2,78,1,24,46,2,2,1,2.18,2.09,3.69,0.58,2.14,0.61,-1.68,0.93,-1.95,-0.52,2,3,2,2,2,2,3,3,2,1,3,3,3,3,2,2,2,3,2,1
1,449,3.28,2.25,2.87,2.42,1,187,2,35,50,2,4,2,2.77,2.65,3.08,2.34,2.71,0.11,0.02,-0.31,0.28,0.02,3,2,2,3,2,2,3,3,2,2,3,3,3,3,2,2,3,3,2,2
1,450,4.00,2.89,2.93,1.40,1,187,2,31,65,2,4,2,3.44,2.17,3.47,2.15,2.81,1.18,0.74,-0.23,-0.85,0.21,3,4,3,4,3,3,3,4,3,3,4,4,4,4,2,3,4,3,2,2
1,451,3.43,2.81,3.34,2.65,1,187,2,46,42,2,3,1,3.12,3.00,3.39,2.73,3.06,0.33,0.65,0.34,0.54,0.47,2,3,2,2,2,2,2,3,2,2,2,1,2,3,2,2,4,2,1,1
1,452,3.66,2.84,3.63,2.83,2,187,2,53,47,2,4,2,3.25,3.23,3.65,2.84,3.24,0.67,0.68,0.75,0.74,0.71,2,2,3,2,2,3,3,4,2,2,2,2,4,2,2,2,1,3,2,2
1,453,2.86,0.45,3.27,1.83,2,187,2,32,42,2,3,1,1.66,2.55,3.07,1.14,2.10,-0.52,-2.01,0.25,-0.38,-0.66,3,1,1,2,3,2,3,2,2,2,2,1,2,1,4,2,4,2,2,1
1,454,3.64,2.47,3.60,2.27,2,187,2,34,36,1,4,2,3.06,2.94,3.62,2.37,3.00,0.65,0.27,0.71,0.12,0.44,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,3,2,1,1
0,455,0.39,0.30,0.32,0.21,1,187,2,41,51,2,4,2,0.35,0.27,0.36,0.26,0.31,-4.20,-2.18,-3.89,-2.19,-3.11,3,3,2,3,2,2,2,3,3,2,3,3,3,3,2,2,4,3,2,1
1,456,3.70,3.21,3.56,2.84,1,187,2,34,21,1,4,2,3.46,3.20,3.63,3.02,3.33,0.74,1.10,0.65,0.75,0.81,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1
1,457,3.25,2.62,2.97,2.63,1,78,1,32,45,2,2,1,2.94,2.80,3.11,2.63,2.87,0.06,0.43,-0.17,0.52,0.21,2,3,2,2,2,3,2,2,2,2,2,3,2,1,3,2,1,2,3,4
1,458,3.09,0.96,3.09,0.68,1,78,1,37,34,1,3,1,2.03,1.89,3.09,0.82,1.96,-0.18,-1.44,-0.01,-1.66,-0.82,1,2,2,2,2,1,1,1,2,1,2,2,2,2,2,1,3,2,1,2
1,459,3.53,3.31,3.42,3.22,2,187,2,28,63,2,5,2,3.42,3.32,3.48,3.27,3.37,0.48,1.21,0.46,1.17,0.83,3,4,3,4,3,3,4,3,3,3,4,3,3,4,3,2,4,3,2,2
1,460,3.55,2.99,3.68,3.10,1,78,1,31,38,1,2,1,3.27,3.39,3.62,3.05,3.33,0.51,0.85,0.82,1.04,0.81,2,2,2,2,1,2,2,3,2,2,2,2,2,2,2,2,2,2,1,1
1,461,3.54,2.96,3.61,3.05,1,187,2,41,23,1,3,1,3.25,3.33,3.58,3.00,3.29,0.50,0.82,0.73,0.98,0.76,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,2,1
1,462,3.36,2.41,3.10,1.51,2,187,2,49,45,2,4,2,2.89,2.31,3.23,1.96,2.60,0.23,0.20,0.01,-0.73,-0.08,2,2,1,3,2,3,2,3,2,2,2,1,3,3,1,3,3,3,2,2
1,463,3.43,1.96,3.42,1.61,2,187,2,41,44,2,4,2,2.70,2.52,3.43,1.79,2.61,0.33,-0.31,0.46,-0.62,-0.04,2,2,2,3,2,2,1,3,4,2,2,1,2,3,1,2,4,2,2,2
1,464,2.68,2.09,2.15,2.11,2,187,2,37,43,2,3,1,2.39,2.13,2.42,2.10,2.26,-0.79,-0.16,-1.32,-0.06,-0.58,2,2,3,2,2,2,2,2,2,2,2,2,3,2,2,3,2,2,2,2
1,465,2.47,0.93,2.78,0.47,2,187,2,39,61,2,2,1,1.70,1.63,2.63,0.70,1.66,-1.10,-1.47,-0.44,-1.89,-1.23,3,3,3,2,3,3,4,3,3,3,3,3,3,3,2,3,4,4,3,3
1,466,4.00,2.72,4.00,2.49,2,187,2,57,54,2,2,1,3.36,3.25,4.00,2.61,3.30,1.18,0.54,1.27,0.36,0.84,3,1,3,2,3,2,2,3,4,3,3,3,3,2,4,3,1,4,2,3
1,467,3.76,3.32,3.58,3.22,1,191, ,52,43,2,3,1,3.54,3.40,3.67,3.27,3.47,0.81,1.23,0.67,1.17,0.97,2,2,2,1,3,3,3,2,3,3,2,2,1,1,2,3,2,3,1,2
1,468,3.58,3.36,3.48,3.14,2,187,2,42,29,1,4,2,3.47,3.31,3.53,3.25,3.39,0.55,1.26,0.55,1.08,0.86,1,2,1,2,2,2,1,2,2,2,1,1,1,1,2,1,2,1,1,1
1,469,3.60,2.69,3.07,2.18,2,187,2,33,31,1,3,1,3.15,2.63,3.34,2.44,2.89,0.58,0.51,-0.03,0.01,0.27,2,2,1,1,1,2,1,2,3,2,2,1,1,1,1,1,3,1,2,1
1,470,2.98,1.00,3.08,1.20,2,187,2,37,45,2,4,2,1.99,2.14,3.03,1.10,2.06,-0.34,-1.39,-0.02,-1.08,-0.71,3,2,2,2,3,3,2,2,3,3,2,1,1,1,3,3,2,1,3,3
1,471,4.00,3.64,4.00,3.41,2,187,2,62,50,2,5,2,3.82,3.70,4.00,3.53,3.76,1.18,1.58,1.27,1.38,1.35,1,4,3,4,2,2,2,3,2,2,3,3,3,3,3,2,2,2,2,2
1,472,3.70,3.33,3.79,3.39,1,78,1,46,60,2,3,1,3.52,3.59,3.75,3.36,3.55,0.73,1.23,0.98,1.36,1.08,3,3,3,2,2,2,3,3,3,3,4,3,4,3,2,3,4,4,3,3
1,473,2.47,1.64,2.58,1.64,1,187,2,35,56,2,4,2,2.06,2.11,2.53,1.64,2.08,-1.10,-0.67,-0.72,-0.58,-0.77,2,4,2,4,3,2,3,3,3,3,3,3,3,4,2,2,4,3,2,1
1,474,4.00,3.09,4.00,3.08,1,24, ,36,35,1,3,1,3.55,3.54,4.00,3.09,3.54,1.18,0.96,1.27,1.02,1.11,1,3,2,3,1,1,2,2,1,1,2,2,2,2,2,1,3,2,1,1
1,475,3.32,2.03,2.19,1.42,2,78,1,34,28,1,3,1,2.68,1.81,2.76,1.73,2.24,0.17,-0.23,-1.26,-0.83,-0.54,1,1,1,2,1,1,1,2,1,1,1,1,3,2,1,1,1,3,1,2
1,476,2.51,0.94,2.51,0.98,2,187,2,44,46,2,4,2,1.72,1.75,2.51,0.96,1.74,-1.04,-1.46,-0.81,-1.32,-1.16,2,3,2,3,3,2,2,2,2,2,2,2,2,3,2,3,3,2,2,2
1,477,1.49,3.19,1.22,3.08,1,78,1,34,42,2,3,1,2.34,2.15,1.36,3.14,2.25,-2.56,1.08,-2.63,1.02,-0.77,3,3,3,2,1,2,3,2,2,1,2,2,2,3,2,1,2,2,2,2
1,478,3.38,2.00,1.89,1.10,2,187,2,37,62,2,5,2,2.69,1.50,2.63,1.55,2.09,0.25,-0.27,-1.69,-1.19,-0.72,3,4,3,4,4,3,3,3,3,3,3,3,3,3,4,2,4,2,3,2
1,479,3.45,2.53,3.46,2.76,1,187,2,56,42,2,3,1,2.99,3.11,3.46,2.65,3.05,0.36,0.33,0.51,0.66,0.47,2,2,3,3,2,2,2,3,1,1,2,2,3,3,1,2,3,3,1,1
1,480,3.76,3.49,3.62,3.33,1,187,2,64,25,1,1,1,3.63,3.47,3.69,3.41,3.55,0.83,1.42,0.74,1.30,1.07,1,2,1,2,1,1,1,2,1,1,1,1,1,1,1,1,2,2,1,1
1,481,3.41,0.52,3.21,0.76,1,187,2,43,30,1,4,2,1.97,1.99,3.31,0.64,1.98,0.30,-1.93,0.16,-1.57,-0.76,1,1,1,2,2,2,1,2,2,2,2,1,1,2,1,1,2,2,1,1
1,482,3.36,3.10,3.34,3.00,2,187,2,32,25,1,1,1,3.23,3.17,3.35,3.05,3.20,0.22,0.97,0.35,0.93,0.62,1,1,1,2,1,1,1,1,3,1,1,1,1,1,1,1,2,2,1,1
0,483,0.94,0.45,0.97,0.41,1,187,2,32,51,2,4,2,0.70,0.69,0.96,0.43,0.69,-3.38,-2.01,-2.98,-1.96,-2.58,1,3,3,3,2,2,3,3,2,2,3,2,3,3,3,2,4,3,2,2
1,484,3.03,2.37,2.86,2.35,2,187,2,41,22,1,4,2,2.70,2.61,2.95,2.36,2.65,-0.27,0.15,-0.33,0.20,-0.06,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1
1,485,2.72,0.86,2.81,0.83,2,187,2,50,52,2,2,1,1.79,1.82,2.77,0.85,1.81,-0.73,-1.55,-0.40,-1.49,-1.04,2,3,3,3,3,2,3,3,2,3,3,4,3,3,2,2,2,2,2,2
0,486,0.98,0.91,0.96,0.87,2,187,2,27,48,2,4,2,0.95,0.91,0.97,0.89,0.93,-3.32,-1.49,-2.99,-1.45,-2.31,2,3,2,3,3,2,3,2,2,2,3,2,2,3,2,2,3,3,2,2
1,487,3.09,2.34,3.16,2.60,1,187,2,39,21,1,1,1,2.71,2.88,3.12,2.47,2.80,-0.18,0.11,0.09,0.48,0.13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1
1,488,3.45,0.44,3.10,0.83,2,78,1,37,40,1,3,1,1.95,1.96,3.28,0.63,1.96,0.36,-2.02,0.01,-1.50,-0.79,2,2,2,3,2,3,1,2,2,1,2,1,1,2,3,2,3,3,1,2
1,489,3.23,2.45,3.19,2.31,2,187,2,61,24,1,3,1,2.84,2.75,3.21,2.38,2.80,0.03,0.25,0.13,0.16,0.14,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,2,2,1,1
1,490,4.00,4.00,4.00,4.00,1,187,2,40,27,1,3,1,4.00,4.00,4.00,4.00,4.00,1.18,1.99,1.27,2.05,1.62,1,2,1,1,2,2,1,2,2,1,1,1,1,1,1,1,2,2,1,1
1,491,3.60,3.13,3.57,3.09,1,187,2,45,40,1,4,2,3.37,3.33,3.59,3.11,3.35,0.58,1.01,0.67,1.03,0.82,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1,492,2.87,0.85,2.80,0.84,2,187,2,50,41,1,3,1,1.86,1.82,2.84,0.85,1.84,-0.50,-1.56,-0.41,-1.48,-0.99,2,1,1,1,4,3,1,1,4,4,1,1,1,1,3,4,1,1,3,3
1,493,3.17,1.64,3.12,1.49,1,187,2,47,77,2,3,1,2.41,2.30,3.14,1.57,2.36,-0.05,-0.67,0.03,-0.75,-0.36,3,4,4,4,4,3,4,4,4,4,3,4,4,4,4,4,4,4,4,4
1,494,3.42,1.07,3.35,1.65,2,187,2,75,73,2,5,2,2.25,2.50,3.39,1.36,2.37,0.32,-1.31,0.36,-0.58,-0.30,3,4,4,4,3,4,4,4,2,3,4,4,4,4,4,4,3,4,3,4
1,495,2.33,0.51,2.96,0.61,1,78,1,30,47,2,2,1,1.42,1.79,2.65,0.56,1.60,-1.31,-1.94,-0.19,-1.74,-1.29,1,2,3,4,3,3,2,1,2,2,4,1,3,1,3,2,4,2,2,2
1,496,3.91,3.13,3.84,3.20,2,78,1,52,24,1,3,1,3.52,3.52,3.87,3.16,3.52,1.04,1.00,1.05,1.15,1.06,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,3,1,1,1
1,497,3.32,3.01,3.49,3.16,2,187,2,44,30,1,4,2,3.17,3.33,3.41,3.09,3.25,0.17,0.87,0.55,1.11,0.68,1,3,2,2,2,2,1,1,1,1,2,1,1,3,1,1,1,2,1,1
1,498,3.61,3.24,3.56,3.23,1,187,2,35,30,1,4,2,3.43,3.40,3.59,3.24,3.41,0.60,1.13,0.65,1.19,0.89,1,2,1,2,1,1,1,2,1,2,2,2,2,2,1,2,1,2,1,1
1,499,2.91,3.01,2.54,2.94,2,187,2,37,47,2,5,2,2.96,2.74,2.73,2.98,2.85,-0.44,0.87,-0.78,0.86,0.13,2,3,2,3,3,2,3,3,2,2,3,3,3,3,1,2,2,3,1,1
1,500,4.00,2.64,4.00,2.45,2,187,2,30,33,1,3,1,3.32,3.22,4.00,2.54,3.27,1.18,0.45,1.27,0.32,0.80,1,2,1,2,2,2,1,2,2,1,2,1,1,2,1,1,4,3,1,1
1,501,3.53,2.40,3.19,1.66,2,187,2,69,27,1,3,1,2.97,2.43,3.36,2.03,2.70,0.48,0.19,0.13,-0.57,0.06,1,1,1,2,2,1,1,2,1,1,1,1,1,1,1,1,3,3,1,1
1,502,3.40,2.84,3.42,2.63,1,187,2,30,34,1,4,2,3.12,3.03,3.41,2.74,3.07,0.29,0.68,0.46,0.52,0.48,1,2,2,2,1,2,2,1,1,2,2,1,2,2,2,2,3,2,1,1
1,503,1.82,1.47,1.73,1.41,1,187,2,54,43,2,4,2,1.65,1.57,1.78,1.44,1.61,-2.07,-0.86,-1.91,-0.85,-1.42,2,3,2,3,2,2,2,3,3,2,2,1,2,2,2,2,4,2,1,1
